info,symbol,markPrice,indexPrice,interestRate,estimatedSettlePrice,timestamp,datetime,fundingRate,fundingTimestamp,fundingDatetime,nextFundingRate,nextFundingTimestamp,nextFundingDatetime,previousFundingRate,previousFundingTimestamp,previousFundingDatetime,interval
"{'symbol': 'BNBUSDT', 'markPrice': '632.90000000', 'indexPrice': '632.67183540', 'estimatedSettlePrice': '635.51384310', 'lastFundingRate': '0.00000000', 'interestRate': '0.00000000', 'nextFundingTime': '1746806400000', 'time': '1746802071000'}",BNB/USDT:USDT,632.9,632.6718354,0.0,635.5138431,1746802071000,2025-05-09T14:47:51.000Z,0.0,1746806400000,2025-05-09T16:00:00.000Z,,,,,,,
