info,symbol,markPrice,indexPrice,interestRate,estimatedSettlePrice,timestamp,datetime,fundingRate,fundingTimestamp,fundingDatetime,nextFundingRate,nextFundingTimestamp,nextFundingDatetime,previousFundingRate,previousFundingTimestamp,previousFundingDatetime,interval
"{'symbol': 'ETHUSDT', 'markPrice': '2296.07000000', 'indexPrice': '2297.82348837', 'estimatedSettlePrice': '2319.98871766', 'lastFundingRate': '0.00010000', 'interestRate': '0.00010000', 'nextFundingTime': '1746806400000', 'time': '1746802072000'}",ETH/USDT:USDT,2296.07,2297.82348837,0.0001,2319.98871766,1746802072000,2025-05-09T14:47:52.000Z,0.0001,1746806400000,2025-05-09T16:00:00.000Z,,,,,,,
