info,symbol,markPrice,indexPrice,interestRate,estimatedSettlePrice,timestamp,datetime,fundingRate,fundingTimestamp,fundingDatetime,nextFundingRate,nextFundingTimestamp,nextFundingDatetime,previousFundingRate,previousFundingTimestamp,previousFundingDatetime,interval
"{'symbol': 'BTCUSDT', 'markPrice': '102724.63136957', 'indexPrice': '102781.97934783', 'estimatedSettlePrice': '102901.97385676', 'lastFundingRate': '0.00006139', 'interestRate': '0.00010000', 'nextFundingTime': '1746806400000', 'time': '1746802072000'}",BTC/USDT:USDT,102724.63136957,102781.97934783,0.0001,102901.97385676,1746802072000,2025-05-09T14:47:52.000Z,6.139e-05,1746806400000,2025-05-09T16:00:00.000Z,,,,,,,
