timestamp,open,high,low,close,volume,pair,bid,ask,spread
2023-12-28,103.32,153.41,36.0,101.94,1305.53,SOL/USDC,171.03,171.05,0.020000000000010232
2023-12-29,101.95,109.91,99.67,106.22,4346.07,SOL/USDC,171.03,171.05,0.020000000000010232
2023-12-30,105.6,107.01,100.79,101.69,2331.65,SOL/USDC,171.05,171.07,0.01999999999998181
2023-12-31,102.08,105.02,99.12,101.62,2325.56,SOL/USDC,171.05,171.07,0.01999999999998181
2024-01-01,101.55,109.73,101.4,109.73,1765.76,SOL/USDC,171.09,171.11,0.020000000000010232
2024-01-02,109.99,117.34,106.62,106.69,3816.62,SOL/USDC,171.09,171.11,0.020000000000010232
2024-01-03,106.87,110.88,82.8,98.67,13048.78,SOL/USDC,171.13,171.15,0.020000000000010232
2024-01-04,98.34,108.0,96.78,105.11,3311.77,SOL/USDC,171.13,171.15,0.020000000000010232
2024-01-05,105.23,110.93,93.7,100.12,21926.23,SOL/USDC,171.13,171.15,0.020000000000010232
2024-01-06,100.02,104.88,90.0,93.95,15027.78,SOL/USDC,171.16,171.18,0.020000000000010232
2024-01-07,93.84,96.68,87.12,89.31,12367.96,SOL/USDC,171.16,171.18,0.020000000000010232
2024-01-08,89.31,101.51,85.0,97.95,12687.76,SOL/USDC,171.2,171.21,0.010000000000019327
2024-01-09,97.85,106.0,95.0,99.31,13107.63,SOL/USDC,171.18,171.2,0.01999999999998181
2024-01-10,99.34,105.46,87.1,102.09,15520.01,SOL/USDC,171.18,171.2,0.01999999999998181
2024-01-11,102.12,107.48,97.74,99.86,17307.62,SOL/USDC,171.22,171.23,0.009999999999990905
2024-01-12,99.86,100.42,86.47,92.06,14719.0,SOL/USDC,171.22,171.23,0.009999999999990905
2024-01-13,92.06,97.01,89.52,95.8,5611.07,SOL/USDC,171.19,171.21,0.020000000000010232
2024-01-14,95.9,102.72,93.66,93.85,4808.63,SOL/USDC,171.19,171.21,0.020000000000010232
2024-01-15,94.12,96.71,93.24,94.31,5152.2,SOL/USDC,171.19,171.21,0.020000000000010232
2024-01-16,94.62,98.69,94.18,97.57,10528.09,SOL/USDC,171.17,171.19,0.020000000000010232
2024-01-17,97.8,102.58,96.62,102.06,38124.52,SOL/USDC,171.17,171.19,0.020000000000010232
2024-01-18,102.14,103.44,91.32,94.27,37861.38,SOL/USDC,171.2,171.22,0.020000000000010232
2024-01-19,94.21,95.28,86.97,93.54,30395.52,SOL/USDC,171.2,171.22,0.020000000000010232
2024-01-20,93.54,94.17,90.17,92.82,16677.84,SOL/USDC,171.2,171.22,0.020000000000010232
2024-01-21,92.74,93.84,90.28,91.02,11976.95,SOL/USDC,171.15,171.17,0.01999999999998181
2024-01-22,91.0,91.78,82.0,83.75,50922.11,SOL/USDC,171.16,171.17,0.009999999999990905
2024-01-23,83.72,85.87,78.91,84.27,91791.52,SOL/USDC,171.16,171.17,0.009999999999990905
2024-01-24,84.23,89.33,83.27,88.74,31998.98,SOL/USDC,171.16,171.17,0.009999999999990905
2024-01-25,88.69,89.54,85.09,86.76,26156.34,SOL/USDC,171.22,171.25,0.030000000000001137
2024-01-26,86.71,93.68,86.0,92.25,24311.0,SOL/USDC,171.22,171.25,0.030000000000001137
2024-01-27,92.12,94.46,90.7,94.26,20106.4,SOL/USDC,171.27,171.28,0.009999999999990905
2024-01-28,94.23,99.47,93.34,95.96,25675.08,SOL/USDC,171.27,171.28,0.009999999999990905
2024-01-29,95.97,101.91,95.08,101.66,37465.85,SOL/USDC,171.27,171.29,0.01999999999998181
2024-01-30,101.72,106.38,100.98,101.35,47787.36,SOL/USDC,171.27,171.29,0.01999999999998181
2024-01-31,101.42,102.57,95.0,96.96,77861.12,SOL/USDC,171.28,171.3,0.020000000000010232
2024-02-01,96.98,98.02,93.04,97.84,41988.23,SOL/USDC,171.29,171.31,0.020000000000010232
2024-02-02,97.75,102.45,97.4,100.53,36096.08,SOL/USDC,171.29,171.31,0.020000000000010232
2024-02-03,100.64,101.07,96.55,97.91,15738.25,SOL/USDC,171.32,171.34,0.020000000000010232
2024-02-04,97.92,98.48,95.08,95.37,14805.1,SOL/USDC,171.32,171.34,0.020000000000010232
2024-02-05,95.45,98.56,94.15,95.52,20807.1,SOL/USDC,171.35,171.37,0.020000000000010232
2024-02-06,95.5,97.82,92.68,96.85,25349.41,SOL/USDC,171.35,171.37,0.020000000000010232
2024-02-07,96.86,101.5,94.58,100.98,19605.08,SOL/USDC,171.35,171.37,0.020000000000010232
2024-02-08,101.12,104.97,100.58,102.75,27315.41,SOL/USDC,171.35,171.37,0.020000000000010232
2024-02-09,102.9,109.14,102.9,106.99,36521.59,SOL/USDC,171.33,171.35,0.01999999999998181
2024-02-10,106.97,110.91,106.94,109.11,15639.27,SOL/USDC,171.33,171.35,0.01999999999998181
2024-02-11,109.03,110.71,107.12,107.5,9288.16,SOL/USDC,171.2,171.22,0.020000000000010232
2024-02-12,107.42,112.22,103.42,111.91,25607.11,SOL/USDC,171.2,171.22,0.020000000000010232
2024-02-13,111.7,115.18,108.36,112.56,21729.23,SOL/USDC,171.21,171.23,0.01999999999998181
2024-02-14,112.5,118.7,110.75,117.04,20086.77,SOL/USDC,171.24,171.26,0.01999999999998181
2024-02-15,117.08,118.71,111.63,113.67,24853.62,SOL/USDC,171.24,171.26,0.01999999999998181
2024-02-16,113.63,114.31,108.19,110.45,20571.02,SOL/USDC,171.27,171.28,0.009999999999990905
2024-02-17,110.38,111.13,105.65,108.98,16286.96,SOL/USDC,171.27,171.28,0.009999999999990905
2024-02-18,108.97,114.01,107.57,112.22,11011.6,SOL/USDC,171.28,171.3,0.020000000000010232
2024-02-19,112.27,114.8,110.91,111.58,16655.78,SOL/USDC,171.28,171.3,0.020000000000010232
2024-02-20,111.56,112.11,100.0,108.32,29104.37,SOL/USDC,171.32,171.33,0.010000000000019327
2024-02-21,108.35,108.41,100.17,105.06,35102.65,SOL/USDC,171.32,171.33,0.010000000000019327
2024-02-22,105.08,107.05,101.5,101.66,29072.4,SOL/USDC,171.6,171.71,0.11000000000001364
2024-02-23,101.68,103.05,98.47,99.87,26181.44,SOL/USDC,171.63,171.64,0.009999999999990905
2024-02-24,99.89,104.81,98.47,104.03,20249.61,SOL/USDC,171.63,171.64,0.009999999999990905
2024-02-25,104.02,104.4,102.0,103.5,20149.13,SOL/USDC,171.62,171.65,0.030000000000001137
2024-02-26,103.45,110.83,100.31,109.92,39040.75,SOL/USDC,171.62,171.65,0.030000000000001137
2024-02-27,109.96,112.5,105.46,108.41,49521.77,SOL/USDC,171.63,171.65,0.020000000000010232
2024-02-28,108.41,119.21,106.13,119.17,65114.69,SOL/USDC,171.63,171.65,0.020000000000010232
2024-02-29,119.27,134.6,117.31,125.7,99436.06,SOL/USDC,171.67,171.69,0.020000000000010232
2024-03-01,125.73,137.8,125.69,129.51,73395.52,SOL/USDC,171.63,171.65,0.020000000000010232
2024-03-02,129.49,131.7,127.33,130.22,32398.89,SOL/USDC,171.63,171.65,0.020000000000010232
2024-03-03,130.06,132.11,121.83,130.25,43369.19,SOL/USDC,171.64,171.67,0.030000000000001137
2024-03-04,130.21,135.0,127.04,133.54,61005.64,SOL/USDC,171.64,171.67,0.030000000000001137
2024-03-05,133.45,144.0,93.0,125.61,97887.58,SOL/USDC,171.65,171.67,0.01999999999998181
2024-03-06,125.48,134.93,120.0,130.73,66025.16,SOL/USDC,171.65,171.67,0.01999999999998181
2024-03-07,130.9,149.47,130.35,144.05,82273.39,SOL/USDC,171.6,171.62,0.020000000000010232
2024-03-08,144.01,158.11,142.01,145.11,68809.65,SOL/USDC,171.6,171.62,0.020000000000010232
2024-03-09,145.11,149.47,144.03,144.42,34920.1,SOL/USDC,171.63,171.65,0.020000000000010232
2024-03-10,144.61,148.73,140.7,144.57,29353.35,SOL/USDC,171.63,171.65,0.020000000000010232
2024-03-11,144.58,150.4,136.75,148.89,51952.77,SOL/USDC,171.68,171.7,0.01999999999998181
2024-03-12,148.91,155.03,141.58,151.07,75700.2,SOL/USDC,171.68,171.7,0.01999999999998181
2024-03-13,151.1,166.83,148.82,164.0,84900.3,SOL/USDC,171.63,171.64,0.009999999999990905
2024-03-14,164.0,178.4,158.82,176.55,84898.01,SOL/USDC,171.63,171.64,0.009999999999990905
2024-03-15,176.66,188.88,161.0,183.4,114297.59,SOL/USDC,171.57,171.6,0.030000000000001137
2024-03-16,183.89,197.86,176.84,181.95,106088.01,SOL/USDC,171.55,171.57,0.01999999999998181
2024-03-17,182.54,204.69,178.5,201.67,74829.74,SOL/USDC,171.55,171.57,0.01999999999998181
2024-03-18,201.68,212.89,193.78,195.72,91157.37,SOL/USDC,171.53,171.55,0.020000000000010232
2024-03-19,195.74,198.6,165.95,169.74,138405.14,SOL/USDC,171.53,171.55,0.020000000000010232
2024-03-20,169.7,193.31,162.43,191.97,139486.39,SOL/USDC,171.51,171.52,0.010000000000019327
2024-03-21,191.58,195.68,175.91,179.41,80975.26,SOL/USDC,171.51,171.52,0.010000000000019327
2024-03-22,178.99,181.87,167.66,175.14,58503.96,SOL/USDC,171.46,171.48,0.01999999999998181
2024-03-23,175.21,178.83,170.46,172.69,40895.81,SOL/USDC,171.46,171.48,0.01999999999998181
2024-03-24,172.58,186.74,171.4,183.82,42448.83,SOL/USDC,171.48,171.5,0.020000000000010232
2024-03-25,183.83,194.61,180.96,189.03,59316.78,SOL/USDC,171.48,171.5,0.020000000000010232
2024-03-26,189.05,196.61,186.25,190.51,51671.19,SOL/USDC,171.5,171.52,0.020000000000010232
2024-03-27,190.41,192.65,180.18,186.17,41207.22,SOL/USDC,171.5,171.52,0.020000000000010232
2024-03-28,186.01,190.96,180.81,189.71,29575.44,SOL/USDC,171.52,171.53,0.009999999999990905
2024-03-29,189.68,193.09,183.5,192.17,34009.46,SOL/USDC,171.52,171.53,0.009999999999990905
2024-03-30,192.13,205.0,190.87,194.33,45260.98,SOL/USDC,171.53,171.54,0.009999999999990905
2024-03-31,194.21,203.22,193.11,202.51,26764.34,SOL/USDC,171.54,171.56,0.020000000000010232
2024-04-01,202.47,204.34,186.81,192.32,34378.62,SOL/USDC,171.54,171.56,0.020000000000010232
2024-04-02,192.27,192.31,175.96,181.53,78394.61,SOL/USDC,171.53,171.55,0.020000000000010232
2024-04-03,181.54,192.04,177.01,185.15,54506.88,SOL/USDC,171.53,171.55,0.020000000000010232
2024-04-04,185.02,190.24,180.26,184.1,43280.78,SOL/USDC,171.54,171.56,0.020000000000010232
2024-04-05,184.11,185.11,168.05,174.41,56711.13,SOL/USDC,171.54,171.56,0.020000000000010232
2024-04-06,174.37,179.87,173.63,178.75,25891.75,SOL/USDC,171.43,171.44,0.009999999999990905
2024-04-07,178.72,182.69,176.94,179.54,24245.1,SOL/USDC,171.43,171.44,0.009999999999990905
2024-04-08,179.2,184.67,175.33,180.64,38423.35,SOL/USDC,171.45,171.47,0.020000000000010232
2024-04-09,180.66,180.91,169.11,172.32,41648.65,SOL/USDC,171.45,171.47,0.020000000000010232
2024-04-10,172.33,175.44,162.14,173.34,55034.01,SOL/USDC,171.46,171.47,0.009999999999990905
2024-04-11,173.31,176.31,170.07,172.39,66908.29,SOL/USDC,171.42,171.44,0.020000000000010232
2024-04-12,172.37,175.93,140.0,153.43,90864.06,SOL/USDC,171.42,171.44,0.020000000000010232
2024-04-13,153.19,154.97,115.0,138.7,195531.81,SOL/USDC,171.38,171.4,0.020000000000010232
2024-04-14,138.3,152.87,130.54,151.44,222977.41,SOL/USDC,171.38,171.4,0.020000000000010232
2024-04-15,151.14,156.11,133.74,138.54,137230.63,SOL/USDC,171.39,171.4,0.010000000000019327
2024-04-16,138.6,140.6,126.58,136.28,132604.23,SOL/USDC,171.4,171.41,0.009999999999990905
2024-04-17,136.29,142.69,126.98,131.84,113177.5,SOL/USDC,171.34,171.36,0.020000000000010232
2024-04-18,131.78,144.11,127.71,142.11,103729.71,SOL/USDC,171.35,171.36,0.010000000000019327
2024-04-19,142.07,147.5,128.5,142.53,118158.17,SOL/USDC,171.35,171.36,0.010000000000019327
2024-04-20,142.56,152.37,139.75,151.3,81023.7,SOL/USDC,171.39,171.41,0.020000000000010232
2024-04-21,151.13,153.55,146.84,148.86,40673.52,SOL/USDC,171.39,171.41,0.020000000000010232
2024-04-22,148.85,158.47,146.73,156.99,62100.39,SOL/USDC,171.37,171.39,0.01999999999998181
2024-04-23,157.02,160.03,153.14,154.69,54002.35,SOL/USDC,171.38,171.4,0.020000000000010232
2024-04-24,154.64,159.75,145.52,147.7,74039.55,SOL/USDC,171.38,171.4,0.020000000000010232
2024-04-25,147.71,149.43,142.0,144.71,86518.79,SOL/USDC,171.36,171.38,0.01999999999998181
2024-04-26,144.82,146.11,138.71,139.19,56610.4,SOL/USDC,171.32,171.34,0.020000000000010232
2024-04-27,139.19,142.93,132.77,141.21,54667.51,SOL/USDC,171.32,171.34,0.020000000000010232
2024-04-28,141.24,144.58,137.06,137.97,44540.97,SOL/USDC,171.31,171.34,0.030000000000001137
2024-04-29,137.97,138.88,133.17,137.73,66455.417,SOL/USDC,171.31,171.34,0.030000000000001137
2024-04-30,137.76,139.7,121.12,126.7,87763.728,SOL/USDC,171.37,171.39,0.01999999999998181
2024-05-01,126.69,135.76,118.23,134.53,119037.427,SOL/USDC,171.32,171.34,0.020000000000010232
2024-05-02,134.43,140.84,128.14,137.6,115435.75,SOL/USDC,171.34,171.36,0.020000000000010232
2024-05-03,137.53,145.02,135.75,143.69,98239.803,SOL/USDC,171.34,171.36,0.020000000000010232
2024-05-04,143.72,149.12,142.3,146.07,63028.796,SOL/USDC,171.36,171.37,0.009999999999990905
2024-05-05,146.15,148.0,143.0,145.75,46730.683,SOL/USDC,171.35,171.37,0.020000000000010232
2024-05-06,145.77,156.89,145.46,152.83,88202.237,SOL/USDC,171.36,171.38,0.01999999999998181
2024-05-07,152.87,159.21,147.78,148.04,93153.621,SOL/USDC,171.35,171.37,0.020000000000010232
2024-05-08,147.96,149.95,140.01,142.12,79707.739,SOL/USDC,171.35,171.37,0.020000000000010232
2024-05-09,142.1,153.3,140.59,152.63,77838.844,SOL/USDC,171.34,171.36,0.020000000000010232
2024-05-10,152.59,155.68,144.46,145.99,64301.916,SOL/USDC,171.34,171.36,0.020000000000010232
