date,open,high,low,close,volume,liquidity_usd,liquidity_base,market_cap_usd,market_cap_base
2025-05-22,4.62147795052022,4.729512707461497,4.605521955291034,4.691042508760806,10626288.851569578,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-21,4.5422878617436,4.65830505159275,4.51194801290585,4.62147795052022,15789316.129426,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-20,4.53941562020473,4.61408365730397,4.4873401792751,4.5422878617436,14379508.5490047,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-19,4.594876881179,4.60358250541582,4.39645055852575,4.53941562020473,14354756.1601005,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-18,4.4979568158853,4.64907375216611,4.45755592596566,4.594876881179,11355062.9838635,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-17,4.52215743530634,4.55322538579739,4.46551028906558,4.4979568158853,11405441.2943162,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-16,4.54031488490081,4.61003374341055,4.50025938340753,4.52215743530634,13630147.6006116,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-15,4.62825419235063,4.65171848637042,4.492635353967,4.54031488490081,17604689.1580225,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-14,4.71468430366027,4.72821223697831,4.57155954165118,4.62825419235063,13214200.2653825,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-13,4.5778394877466,4.72758454903074,4.47170239564064,4.71468430366027,17777387.0800228,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-12,4.5585943133695,4.66931659598837,4.47132715883094,4.5778394877466,23769870.9664159,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-11,4.62704630727974,4.65649180862696,4.49572617471251,4.5585943133695,13704324.5726247,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-10,4.53600774232389,4.64770151557787,4.45557418567255,4.62704630727974,8166658.23251779,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-09,4.39578702237963,4.57508362221891,4.36427708951538,4.53600774232389,19872575.5713058,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-08,4.11697251176218,4.41879959039601,4.10359250633783,4.39578702237963,11446083.423513,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-07,4.10392800107263,4.15054339045576,4.06678237309762,4.11697251176218,8651679.34677634,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-06,4.10239221630088,4.10785361159045,4.0169547520526,4.10392800107263,6786297.51991422,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-05,4.060889508949,4.11655449592766,4.03548334752312,4.10239221630088,7050110.71851209,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-04,4.11299380661458,4.12470768244241,4.05123879335796,4.060889508949,4041865.61461631,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-03,4.12144663710386,4.14422543990314,4.08907898320546,4.11299380661458,3336581.47328021,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-02,4.15613128098889,4.18202996750581,4.11322991185982,4.12144663710386,6454159.77956624,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-05-01,4.09785692382946,4.19856657430998,4.08964590363195,4.15613128098889,6144235.44677688,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-30,4.08101521651023,4.11189971692695,3.99445991165714,4.09785692382946,12272310.3961021,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-29,4.10069319388971,4.13494845072182,4.04750559241706,4.08101521651023,11304662.4530676,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-28,4.10549741065241,4.18281638210193,4.04550690981267,4.10069319388971,17418587.2017611,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-27,4.11592935647478,4.1541951828703,4.07076963756028,4.10549741065241,9298175.85740736,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-26,4.13117180835849,4.16760142097632,4.08800472722876,4.11592935647478,7964048.62622654,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-25,4.13160257063394,4.20198388582579,4.11007856510767,4.13117180835849,19325096.5755461,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-24,4.12433448256164,4.14974996106413,4.02702028391167,4.13160257063394,17792590.4214561,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-23,4.08612287970385,4.18254518221057,4.06972834189957,4.12433448256164,20862401.5560125,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-22,3.87525576329991,4.10715005726394,3.84756666666667,4.08612287970385,16452134.8613725,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-21,3.87463701978992,3.95876840424167,3.84637919992899,3.87525576329991,9355851.58963992,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-20,3.90639847152789,3.93911656315793,3.84720995450425,3.87463701978992,4841176.31955188,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-19,3.83480462461818,3.92130085244505,3.80180937628476,3.90639847152789,7297804.09647612,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-18,3.83759102826825,3.86240927573498,3.80954117018113,3.83480462461818,7689328.47980396,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-17,3.79299922166002,3.86768725257217,3.77062192685654,3.83759102826825,10491313.0978389,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-16,3.73560507464851,3.82895850535647,3.67256757725905,3.79299922166002,9664125.43064556,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-15,3.77578988908253,3.86414990508002,3.72862196644692,3.73560507464851,7669719.36053613,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-14,3.74949439790687,3.86429649818029,3.74021734094559,3.77578988908253,10561187.2384107,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-13,3.81507536585466,3.8384144733947,3.70464560594773,3.74949439790687,7854665.45537485,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-12,3.65752548294361,3.84159068550016,3.59644681096841,3.81507536585466,6620621.26392624,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-11,3.52467449711982,3.678366317911,3.50457983309136,3.65752548294361,5247498.29510317,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-10,3.64224740381426,3.64756412395944,3.45812099772368,3.52467449711982,5616497.49367122,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-09,3.40300497132558,3.66992699445998,3.32123565361592,3.64224740381426,12764877.606995,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-08,3.44142901466659,3.53589563445417,3.3585381935944,3.40300497132558,8782537.48808399,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-07,3.4078461920088,3.54207974416627,3.22700321744387,3.44142901466659,17421766.2362992,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-06,3.6477919045109,3.66841498939161,3.34678911465028,3.4078461920088,7633748.77012817,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-05,3.68647738111217,3.70032916666667,3.60453635337129,3.6477919045109,2120652.6324514,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-04,3.61610653966345,3.70905879110953,3.54738058189633,3.68647738111217,7204968.53729811,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-03,3.62009895948915,3.66343469549715,3.52748827615401,3.61610653966345,7582782.99630823,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-02,3.74388329427416,3.86662007161727,3.59827567068516,3.62009895948915,11559136.3944634,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-04-01,3.69839235973252,3.80253757009346,3.67635568193135,3.74388329427416,6138447.24032527,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-31,3.68588240207382,3.73723301674904,3.64329264308662,3.69839235973252,5506878.95892156,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-30,3.6909464563613,3.7241800844515,3.663237876372,3.68588240207382,2882501.34368441,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-29,3.75934374640327,3.77886636648122,3.66650122966612,3.6909464563613,3962888.08756825,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-28,3.88895385353982,3.89565034686008,3.7368013879473,3.75934374640327,8427154.95496853,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-27,3.86599926730662,3.92144836363636,3.84581672694072,3.88895385353982,10104414.8431685,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-26,3.95701928791729,3.97882805457768,3.847049999228,3.86599926730662,9438384.69550328,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-25,3.92401384433986,4.0090112941265,3.87295081563136,3.95701928791729,11075754.4199962,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-24,3.79884879854812,3.99833679096807,3.79399480231943,3.92401384433986,12951894.0447597,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-23,3.739318762361,3.8509284,3.73865025207945,3.79884879854812,2766141.86080517,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-22,3.73922665148564,3.79117054767226,3.6945036453769,3.739318762361,2689163.28225078,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-21,3.74236508995498,3.76943734323023,3.6761727120619,3.73922665148564,4501282.68165103,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-20,3.86155331651478,3.87584267928232,3.71637247968819,3.74236508995498,4220083.99114036,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-19,3.69689765500823,3.8634597574287,3.68281587434995,3.86155331651478,6329637.57186458,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-18,3.73889318204569,3.74064974732972,3.3117,3.69689765500823,3923709.33352053,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-17,3.69153287084871,3.77998214285714,3.16375,3.73889318204569,4206817.66845308,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-16,3.82497052992305,3.85590815217391,2.84823,3.69153287084871,5082449.88080818,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-15,3.78520382418076,3.85861699115044,3.53948142857143,3.82497052992305,3009207.57444401,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-14,3.64342532742105,3.81648161414818,3.63674572835223,3.78520382418076,5791611.09165172,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-13,3.69653630992531,3.72276459973274,3.60368837639209,3.64342532742105,6583246.67570954,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-12,3.68686624987953,3.76016992885098,3.61254493413828,3.69653630992531,7612710.53927061,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-11,3.57085736745055,3.73754951896785,3.48353446937995,3.68686624987953,13036436.1847878,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-10,3.67861379436855,3.78019890102702,3.52560124240954,3.57085736745055,18527644.3446472,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-09,3.84623037937972,3.89573722891566,3.65838656791975,3.67861379436855,11057555.7666282,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-08,3.86173131323439,3.90242307692308,3.81667709433296,3.84623037937972,8138465.24746582,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-07,3.92955240546294,4.0221430357945,3.78516061859683,3.86173131323439,21588935.311185,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-06,3.95817836353861,4.04682242990654,3.85246130979793,3.92955240546294,15734812.3950252,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-05,3.92349898575786,4.0233200423533,3.86201847861434,3.95817836353861,12489700.7142752,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-04,3.877413023232,3.96517806383566,3.7243531641605,3.92349898575786,20269599.593679,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-03,4.31193538924974,4.35174417899569,3.82277472428012,3.877413023232,22405317.3810046,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-02,3.88591747868932,4.33919234116247,3.70057768538187,4.31193538924974,24592058.4232091,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-03-01,3.92987146447648,3.9916006052076,3.73706782506208,3.88591747868932,8095773.32684523,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-02-28,3.8310014715405,3.93991783061942,3.64200812383378,3.92987146447648,21655705.3061329,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-02-27,3.79826510008584,3.90265820792905,3.76007681316917,3.8310014715405,11592188.7266827,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-02-26,3.93446353296072,3.9963222202579,3.71635726383732,3.79826510008584,16331797.1768144,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-02-25,3.90601560807807,3.98507034175806,3.74852819886471,3.93446353296072,20337851.0785483,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-02-24,4.20716723280504,4.23165000354221,3.87177284420054,3.90601560807807,26494550.7977799,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-02-23,4.24509702915932,4.25719,4.18059786166162,4.20716723280504,6718509.82611061,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
2025-02-22,4.19064928123027,4.26997454545455,4.17425988566194,4.24509702915932,13130260.2359386,9237197.5199,1969114.0088048603,1645279190.9223,350727836.69080836
=======
date,open,high,low,close,volume,liquidity_usd,market_cap_usd,24h_volume,6h_volume,1h_volume,5m_volume
2025-05-22,4.62147795052022,4.701797872417157,4.605521955291034,4.695758173865639,7272871.920044997,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-21,4.5422878617436,4.65830505159275,4.51194801290585,4.62147795052022,15789316.129426,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-20,4.53941562020473,4.61408365730397,4.4873401792751,4.5422878617436,14379508.5490047,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-19,4.594876881179,4.60358250541582,4.39645055852575,4.53941562020473,14354756.1601005,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-18,4.4979568158853,4.64907375216611,4.45755592596566,4.594876881179,11355062.9838635,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-17,4.52215743530634,4.55322538579739,4.46551028906558,4.4979568158853,11405441.2943162,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-16,4.54031488490081,4.61003374341055,4.50025938340753,4.52215743530634,13630147.6006116,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-15,4.62825419235063,4.65171848637042,4.492635353967,4.54031488490081,17604689.1580225,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-14,4.71468430366027,4.72821223697831,4.57155954165118,4.62825419235063,13214200.2653825,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-13,4.5778394877466,4.72758454903074,4.47170239564064,4.71468430366027,17777387.0800228,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-12,4.5585943133695,4.66931659598837,4.47132715883094,4.5778394877466,23769870.9664159,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-11,4.62704630727974,4.65649180862696,4.49572617471251,4.5585943133695,13704324.5726247,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-10,4.53600774232389,4.64770151557787,4.45557418567255,4.62704630727974,8166658.23251779,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-09,4.39578702237963,4.57508362221891,4.36427708951538,4.53600774232389,19872575.5713058,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-08,4.11697251176218,4.41879959039601,4.10359250633783,4.39578702237963,11446083.423513,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-07,4.10392800107263,4.15054339045576,4.06678237309762,4.11697251176218,8651679.34677634,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-06,4.10239221630088,4.10785361159045,4.0169547520526,4.10392800107263,6786297.51991422,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-05,4.060889508949,4.11655449592766,4.03548334752312,4.10239221630088,7050110.71851209,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-04,4.11299380661458,4.12470768244241,4.05123879335796,4.060889508949,4041865.61461631,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-03,4.12144663710386,4.14422543990314,4.08907898320546,4.11299380661458,3336581.47328021,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-02,4.15613128098889,4.18202996750581,4.11322991185982,4.12144663710386,6454159.77956624,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-05-01,4.09785692382946,4.19856657430998,4.08964590363195,4.15613128098889,6144235.44677688,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-30,4.08101521651023,4.11189971692695,3.99445991165714,4.09785692382946,12272310.3961021,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-29,4.10069319388971,4.13494845072182,4.04750559241706,4.08101521651023,11304662.4530676,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-28,4.10549741065241,4.18281638210193,4.04550690981267,4.10069319388971,17418587.2017611,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-27,4.11592935647478,4.1541951828703,4.07076963756028,4.10549741065241,9298175.85740736,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-26,4.13117180835849,4.16760142097632,4.08800472722876,4.11592935647478,7964048.62622654,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-25,4.13160257063394,4.20198388582579,4.11007856510767,4.13117180835849,19325096.5755461,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-24,4.12433448256164,4.14974996106413,4.02702028391167,4.13160257063394,17792590.4214561,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-23,4.08612287970385,4.18254518221057,4.06972834189957,4.12433448256164,20862401.5560125,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-22,3.87525576329991,4.10715005726394,3.84756666666667,4.08612287970385,16452134.8613725,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-21,3.87463701978992,3.95876840424167,3.84637919992899,3.87525576329991,9355851.58963992,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-20,3.90639847152789,3.93911656315793,3.84720995450425,3.87463701978992,4841176.31955188,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-19,3.83480462461818,3.92130085244505,3.80180937628476,3.90639847152789,7297804.09647612,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-18,3.83759102826825,3.86240927573498,3.80954117018113,3.83480462461818,7689328.47980396,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
