date,open,high,low,close,volume,liquidity_usd,liquidity_base,market_cap_usd,market_cap_base
2025-04-17,3.79299922166002,3.86768725257217,3.77062192685654,3.83759102826825,10491313.0978389,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-16,3.73560507464851,3.82895850535647,3.67256757725905,3.79299922166002,9664125.43064556,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-15,3.77578988908253,3.86414990508002,3.72862196644692,3.73560507464851,7669719.36053613,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-14,3.74949439790687,3.86429649818029,3.74021734094559,3.77578988908253,10561187.2384107,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-13,3.81507536585466,3.8384144733947,3.70464560594773,3.74949439790687,7854665.45537485,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-12,3.65752548294361,3.84159068550016,3.59644681096841,3.81507536585466,6620621.26392624,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-11,3.52467449711982,3.678366317911,3.50457983309136,3.65752548294361,5247498.29510317,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-10,3.64224740381426,3.64756412395944,3.45812099772368,3.52467449711982,5616497.49367122,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-09,3.40300497132558,3.66992699445998,3.32123565361592,3.64224740381426,12764877.606995,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-08,3.44142901466659,3.53589563445417,3.3585381935944,3.40300497132558,8782537.48808399,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-07,3.4078461920088,3.54207974416627,3.22700321744387,3.44142901466659,17421766.2362992,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-06,3.6477919045109,3.66841498939161,3.34678911465028,3.4078461920088,7633748.77012817,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-05,3.68647738111217,3.70032916666667,3.60453635337129,3.6477919045109,2120652.6324514,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-04,3.61610653966345,3.70905879110953,3.54738058189633,3.68647738111217,7204968.53729811,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-03,3.62009895948915,3.66343469549715,3.52748827615401,3.61610653966345,7582782.99630823,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-02,3.74388329427416,3.86662007161727,3.59827567068516,3.62009895948915,11559136.3944634,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-04-01,3.69839235973252,3.80253757009346,3.67635568193135,3.74388329427416,6138447.24032527,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-31,3.68588240207382,3.73723301674904,3.64329264308662,3.69839235973252,5506878.95892156,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-30,3.6909464563613,3.7241800844515,3.663237876372,3.68588240207382,2882501.34368441,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-29,3.75934374640327,3.77886636648122,3.66650122966612,3.6909464563613,3962888.08756825,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-28,3.88895385353982,3.89565034686008,3.7368013879473,3.75934374640327,8427154.95496853,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-27,3.86599926730662,3.92144836363636,3.84581672694072,3.88895385353982,10104414.8431685,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-26,3.95701928791729,3.97882805457768,3.847049999228,3.86599926730662,9438384.69550328,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-25,3.92401384433986,4.0090112941265,3.87295081563136,3.95701928791729,11075754.4199962,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-24,3.79884879854812,3.99833679096807,3.79399480231943,3.92401384433986,12951894.0447597,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-23,3.739318762361,3.8509284,3.73865025207945,3.79884879854812,2766141.86080517,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-22,3.73922665148564,3.79117054767226,3.6945036453769,3.739318762361,2689163.28225078,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-21,3.74236508995498,3.76943734323023,3.6761727120619,3.73922665148564,4501282.68165103,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-20,3.86155331651478,3.87584267928232,3.71637247968819,3.74236508995498,4220083.99114036,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-19,3.69689765500823,3.8634597574287,3.68281587434995,3.86155331651478,6329637.57186458,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-18,3.73889318204569,3.74064974732972,3.3117,3.69689765500823,3923709.33352053,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-17,3.69153287084871,3.77998214285714,3.16375,3.73889318204569,4206817.66845308,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-16,3.82497052992305,3.85590815217391,2.84823,3.69153287084871,5082449.88080818,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-15,3.78520382418076,3.85861699115044,3.53948142857143,3.82497052992305,3009207.57444401,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-14,3.64342532742105,3.81648161414818,3.63674572835223,3.78520382418076,5791611.09165172,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-13,3.69653630992531,3.72276459973274,3.60368837639209,3.64342532742105,6583246.67570954,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-12,3.68686624987953,3.76016992885098,3.61254493413828,3.69653630992531,7612710.53927061,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
2025-03-11,3.57085736745055,3.73754951896785,3.48353446937995,3.68686624987953,13036436.1847878,9265971.2254,1652057147.67675,17768413.8977912,4626541.51370085,891719.397244316,12647.5698002501
