date,price_usd,volume_usd,market_cap_usd
2024-09-15,3.157597047341672,20114231.95772397,0.0
2024-09-16,3.125245019440752,25966077.576404486,0.0
2024-09-17,3.1103805884524935,37996304.02927424,0.0
2024-09-18,3.1129599531768566,49068605.97044214,0.0
2024-09-19,3.1488087663465567,55419351.76390229,0.0
2024-09-20,3.2125609782981654,64950184.0636043,0.0
2024-09-21,3.2482940496557706,61119354.53574797,0.0
2024-09-22,3.2725922627783577,27480639.76877954,0.0
2024-09-23,3.253824256156087,33078252.64922922,0.0
2024-09-24,3.2692361444117557,60645997.470801234,0.0
2024-09-25,3.3073052067826194,83158962.40923604,0.0
2024-09-26,3.270091901174264,46616450.828256644,0.0
2024-09-27,3.340817654952121,66625746.54420944,0.0
2024-09-28,3.3748197195325953,65306215.953412324,0.0
2024-09-29,3.36608647655847,29083415.724394325,0.0
2024-09-30,3.372068995436203,37074428.03091328,0.0
2024-10-01,3.329445798820144,61841478.82406976,0.0
2024-10-02,3.270823405093594,100291400.81631224,0.0
2024-10-03,3.2407136597442214,81135736.63139382,0.0
2024-10-04,3.2250916763802335,86347100.67322093,0.0
2024-10-05,3.30015822576415,57037396.023371145,0.0
2024-10-06,3.3160426875871996,30513671.012259427,0.0
2024-10-07,3.3339810008473934,29934904.378690533,0.0
2024-10-08,3.315358129437682,74142307.03294082,0.0
2024-10-09,3.32701646614071,52280881.56883209,0.0
2024-10-10,3.2699871539121563,52036477.10154481,0.0
2024-10-11,3.2651282509838495,63060099.96978953,0.0
2024-10-12,3.336081392144451,45715628.96056575,0.0
2024-10-13,3.3277219955769546,26959134.63701414,0.0
2024-10-14,3.3371364320916475,45295925.599503964,0.0
2024-10-15,3.3864380346597067,63267700.8727521,0.0
2024-10-16,3.389572172522166,96672520.28551146,0.0
2024-10-17,3.4079266761783393,65221152.100272916,0.0
2024-10-18,3.3794827255781517,53289634.7442592,0.0
2024-10-19,3.405971094893284,40012122.98671487,0.0
2024-10-20,3.428466395068774,27187793.51297267,0.0
2024-10-21,3.4829573543658947,40222315.727867,0.0
2024-10-22,3.476628528233108,74401263.50833762,0.0
2024-10-23,3.4701415530110413,74443704.14437002,0.0
2024-10-24,3.4901731546344497,81807402.04172978,0.0
2024-10-25,3.5545671239558048,66419091.40257674,0.0
2024-10-26,3.458608565108147,105076707.21936044,0.0
2024-10-27,3.4921772121567507,68006331.83439557,0.0
2024-10-28,3.520898213267365,43756193.84784007,0.0
2024-10-29,3.5495970516967406,69380172.26309235,0.0
2024-10-30,3.582499430418083,69357235.89776714,0.0
2024-10-31,3.574433843032812,51823792.06697981,0.0
2024-11-01,3.539019022198991,71255813.5128157,0.0
2024-11-02,3.5307559743623975,87935243.55471398,0.0
2024-11-03,3.5307854713525466,50244251.073398665,0.0
2024-11-04,3.5178158122967513,70548491.67623024,0.0
2024-11-05,3.4998894029926917,71562735.08965547,0.0
2024-11-06,3.5382068992204943,76905948.17393202,0.0
2024-11-07,3.72419870945765,132367000.67958324,0.0
2024-11-08,3.7841632243196415,78174284.9260558,0.0
2024-11-09,3.808647071022221,83342465.30294503,0.0
2024-11-10,3.8183515205836183,67696636.4588332,0.0
2024-11-11,3.892025400687371,140837855.4608815,0.0
2024-11-12,3.938428743314736,169798757.05364862,0.0
2024-11-13,3.9438602285322855,233564969.80466303,0.0
2024-11-14,3.976605881115798,217678608.88541582,0.0
2024-11-15,3.9296336337926556,173953986.12266,0.0
2024-11-16,4.050526691924488,134521057.79451895,0.0
2024-11-17,3.9624973318546752,108027184.2344437,0.0
2024-11-18,3.9977079661290347,169408354.03444165,0.0
2024-11-19,4.003475028835455,180190411.57080775,0.0
2024-11-20,3.9767941943646523,152876840.89780197,0.0
2024-11-21,3.9907286782651004,162767828.83202803,0.0
2024-11-22,4.072978825970975,187593038.8012815,0.0
2024-11-23,4.092360063465778,149449652.97460058,0.0
2024-11-24,4.117961236401974,107424229.15952468,0.0
2024-11-25,4.086659140895219,144590693.6922862,0.0
2024-11-26,4.065634230408005,181034433.2028748,0.0
2024-11-27,4.070872307801145,174917167.34948844,0.0
2024-11-28,4.121489677572494,139477605.51509142,0.0
2024-11-29,4.11063631665274,111143551.18420127,0.0
2024-11-30,4.126936490465892,85553857.88565886,0.0
2024-12-01,4.128361627485374,73602780.71353087,0.0
2024-12-02,4.134855431574529,108960389.10154755,0.0
2024-12-03,4.126560265353745,193605900.3621847,0.0
2024-12-04,4.138502048792182,214602752.5700793,0.0
2024-12-05,4.160866086989243,186522919.53038332,0.0
2024-12-06,4.168466901477604,318828617.21246827,0.0
2024-12-07,4.200109667132009,190229126.51109672,0.0
2024-12-08,4.19244751701716,134772960.5911287,0.0
2024-12-09,4.206936826032322,90207890.14582314,0.0
2024-12-10,4.191774333425173,163148178.11488524,0.0
2024-12-11,4.189731544407543,166348780.70888388,0.0
2024-12-12,4.249840464775712,102458200.91801327,0.0
2024-12-13,4.253474874084573,129580458.49981564,0.0
2024-12-14,4.253250361856705,89116471.98840377,0.0
2024-12-15,4.2333775560083895,62026859.30339205,0.0
2024-12-16,4.258527559507192,67940388.85480505,0.0
2024-12-17,4.264082387763172,118997534.81492396,0.0
2024-12-18,4.2762630412181775,143623644.63935366,0.0
2024-12-19,4.206140960805855,218438827.6822906,0.0
2024-12-20,4.1812324037063915,175139346.43229955,0.0
2024-12-21,4.213456541355135,164596350.0227813,0.0
2024-12-22,4.127836022443575,81609923.0392197,0.0
2024-12-23,4.115840492679597,69494905.50346048,0.0
2024-12-24,4.186534725454709,109676515.86719829,0.0
2024-12-25,4.254071994962536,70574592.5893226,0.0
2024-12-26,4.263251235900454,70152988.72405072,0.0
2024-12-27,4.182228120191477,93752416.77215582,0.0
2024-12-28,4.142678350032654,85504968.09952496,0.0
2024-12-29,4.2206981758726005,56373486.25131587,0.0
2024-12-30,4.182512364317965,65601120.70212414,0.0
2024-12-31,4.17717576499388,110871014.42234488,0.0
2025-01-01,4.1711020067451585,95476946.59808505,0.0
2025-01-02,4.201301086211301,70809700.91262835,0.0
2025-01-03,4.315232827076856,126680966.39382304,0.0
2025-01-04,4.401906835772366,96033807.3023797,0.0
2025-01-05,4.400308826100228,40342002.38744795,0.0
2025-01-06,4.3778416325914415,41608340.85208861,0.0
2025-01-07,4.430577182826275,80674320.31964448,0.0
2025-01-08,4.294533563968528,85589038.80515912,0.0
2025-01-09,4.257314088582598,102466158.65144487,0.0
2025-01-10,4.173400786964406,89593106.44924572,0.0
2025-01-11,4.213329323209143,91369892.80444957,0.0
2025-01-12,4.214002739548434,46798376.199217044,0.0
2025-01-13,4.2080277146427,37562450.35469124,0.0
2025-01-14,4.186432684926658,113643450.55245261,0.0
2025-01-15,4.237895429996435,70931093.86443919,0.0
2025-01-16,4.397951372321296,78602396.70931442,0.0
2025-01-17,4.424611623092441,98266574.08773097,0.0
2025-01-18,4.522604444042146,56214575.265792325,0.0
2025-01-19,4.834164040007404,250372460.50690895,0.0
2025-01-20,4.581319421041417,388354759.1803793,0.0
2025-01-21,4.680989993583399,231692544.86022633,0.0
2025-01-22,4.784012581949752,179820344.9813955,0.0
2025-01-23,4.805496510205348,147989606.7336724,0.0
2025-01-24,4.81843232336409,201022860.79310042,0.0
2025-01-25,4.845981411916609,203311779.70913213,0.0
2025-01-26,4.8900660251241685,144761516.53176856,0.0
2025-01-27,4.722037960925101,137156749.5036481,0.0
2025-01-28,4.684914212107819,379083884.58392775,0.0
2025-01-29,4.627203659721873,190748449.1707988,0.0
2025-01-30,4.67866210219232,231884702.0718601,0.0
2025-01-31,4.7808046785784,138292716.77629066,0.0
2025-02-01,4.733298170848559,126844969.9767371,0.0
2025-02-02,4.574636355849844,153931650.07559595,0.0
2025-02-03,4.443687056312284,351603581.2593454,0.0
2025-02-04,4.6143662953200755,421717536.4747164,0.0
2025-02-05,4.509374983938382,304387228.70340264,0.0
2025-02-06,4.427968119818585,177710674.78082693,0.0
2025-02-07,4.353666205342727,155401763.12884232,0.0
2025-02-08,4.3715924040961145,176253681.36492226,0.0
2025-02-09,4.4404293470475675,87019130.14238101,0.0
2025-02-10,4.436914120545027,129489877.73048921,0.0
2025-02-11,4.463999275484667,205842169.15048578,0.0
2025-02-12,4.437272878720461,151046347.2864749,0.0
2025-02-13,4.447532829230896,164950065.15358502,0.0
2025-02-14,4.427788222562002,113823714.0650334,0.0
2025-02-15,4.46493599151401,146242247.64851037,0.0
2025-02-16,4.408294167377698,94304335.95416269,0.0
2025-02-17,4.341565811623975,119115883.12928313,0.0
2025-02-18,4.2706881575301034,179635951.3600718,0.0
2025-02-19,4.176375901120626,232177186.87157363,0.0
2025-02-20,4.196672800202246,119896353.83864813,0.0
2025-02-21,4.277458055410197,117683070.53552184,0.0
2025-02-22,4.186975806484368,110421998.06866376,0.0
2025-02-23,4.246085470896768,79652342.41420223,0.0
2025-02-24,4.20159248636516,46535310.67492246,0.0
2025-02-25,3.900791458469256,132180640.97778419,0.0
2025-02-26,3.9433458070960508,137367488.56111774,0.0
2025-02-27,3.801086332445344,84696465.0611151,0.0
2025-02-28,3.830995430197525,66771460.47530451,0.0
2025-03-01,3.9294679231246614,113061265.95738357,0.0
2025-03-02,3.880116680306484,42138255.722360134,0.0
2025-03-03,4.317210215874605,147960321.7388057,0.0
2025-03-04,3.883010169616344,115912701.4927253,0.0
2025-03-05,3.9260274515669913,78008113.08186936,0.0
2025-03-06,3.9623713149400595,50558402.37433221,0.0
2025-03-07,3.9336889662379444,64647956.80543575,0.0
2025-03-08,3.860371773977514,89459613.56947036,0.0
2025-03-09,3.8440030449901914,35411848.37276508,0.0
2025-03-10,3.685847722439848,46442414.252880305,0.0
2025-03-11,3.5779505349706597,65412141.7675262,0.0
2025-03-12,3.684001298769768,70589682.9698369,0.0
2025-03-13,3.6969156496288997,44280760.80370022,0.0
2025-03-14,3.6482483746156196,33359972.74253154,0.0
2025-03-15,3.7888031573085152,32638552.260167345,0.0
2025-03-16,3.8226518036077,16677808.098211031,0.0
2025-03-17,3.6942317349726133,21006035.844203968,0.0
2025-03-18,3.737347885037953,25949768.44619556,0.0
2025-03-19,3.6929644112206015,21516929.5852724,0.0
2025-03-20,3.8590427315526936,36050993.43146819,0.0
2025-03-21,3.7392783868853474,30072186.95803761,0.0
2025-03-22,3.7390255944079853,25704116.773358542,0.0
2025-03-23,3.7421676559630312,20245825.133206762,0.0
2025-03-24,3.8001455658769268,20231768.122743413,0.0
2025-03-25,3.91464317142366,57887402.30164231,0.0
2025-03-26,3.9543014855085294,49790076.06286707,0.0
2025-03-27,3.869177161196467,38315639.47446096,0.0
2025-03-28,3.885841906868454,33879978.07285726,0.0
2025-03-29,3.7623234631145466,32838289.506238364,0.0
2025-03-30,3.692888557296329,18013934.17021062,0.0
2025-03-31,3.6867266069336595,14726109.313170446,0.0
2025-04-01,3.696808568054762,28787201.813087456,0.0
2025-04-02,3.7425560571810634,33150643.863347594,0.0
2025-04-03,3.614244576563754,45392072.253061466,0.0
2025-04-04,3.615035555065752,39165299.71900374,0.0
2025-04-05,3.685692766410378,46722226.549979925,0.0
2025-04-06,3.648192905748087,17243446.317956302,0.0
2025-04-07,3.4117999718572087,30215267.0136872,0.0
2025-04-08,3.447917327677626,65915687.92212406,0.0
2025-04-09,3.3986359647281836,41704938.19890919,1215388373.349399
2025-04-10,3.6374325999921218,56143866.30223245,1306518053.536215
2025-04-11,3.523027425489625,29479573.60470471,1269859319.051239
2025-04-12,3.6550764986245516,25515186.61687274,1317620927.184626
2025-04-13,3.8132196364263486,32067113.94989302,1374965027.0198092
2025-04-14,3.7517251400901603,46545384.855178826,1352136548.2830641
2025-04-15,3.7768877314749796,52641877.90245846,1367768582.301955
2025-04-16,3.730762647448801,38813388.79191136,1360348331.4770162
2025-04-17,3.7937832710717987,51704497.52843664,1389696191.1697114
2025-04-18,3.8381222850237315,45128992.39922683,1392184751.345123
2025-04-19,3.8325631041192727,33948998.69662098,1373476317.272047
2025-04-20,3.9115354134097102,34122261.30610755,1407218210.7998328
2025-04-21,3.8776605833380406,24708564.099747084,1406480991.516082
2025-04-22,3.8784814799565153,40685592.095857166,1405527572.4840405
2025-04-23,4.086046507854748,58390726.87439195,1481718908.4106135
2025-04-24,4.127760766493379,76640282.40314557,1493932041.9739184
2025-04-25,4.139601965889526,60602127.287921496,1498276765.187821
2025-04-26,4.135570738828031,71453683.92370753,1494292867.58257
2025-04-27,4.117382622711886,31916031.533049773,1489999741.6736033
2025-04-28,4.1005817025248685,34099198.08857935,1483727798.1816776
2025-04-29,4.100752577639932,68573825.17284591,1519817534.7993803
2025-04-30,4.0813489810732895,46472683.221000135,1512120322.4029658
2025-05-01,4.097817151574714,45150089.846962996,1519574564.5081928
2025-05-02,4.154677208517712,35526822.7833875,1542615696.703896
2025-05-03,4.126638924997577,38623410.51477907,1530979430.2469764
2025-05-04,4.1057467156793965,21406580.149196,1524260979.8673086
2025-05-05,4.062949153566568,25364954.45375466,1508655414.9996855
2025-05-06,4.094441512812132,30442401.236881346,1524545136.2756104
2025-05-07,4.104793837279368,34047673.057666436,1520787089.3490343
2025-05-08,4.113473416713427,41367028.24605826,1523714697.0779722
2025-05-09,4.394791199644751,84290215.50066933,1601950434.1830287
2025-05-10,4.5213234422482556,121892033.7392627,1622145893.6420767
2025-05-11,4.618481193891223,108472787.83563133,1643729438.4717684
2025-05-12,4.560551075813707,107225639.56086564,1597033589.685443
2025-05-13,4.570748561547336,187622708.4822425,1593968777.3231525
2025-05-14,4.712620099762675,101308197.782942,1636780966.5192869
2025-05-15,4.619162885127021,89667329.10165632,1608082916.5178664
2025-05-16,4.540133059170176,90246296.43852197,1580000517.6613758
2025-05-17,4.522789805109709,73534568.83494864,1583671338.0936432
2025-05-18,4.493434221965377,57166039.53924716,1569693811.2697775
2025-05-19,4.577754195034339,64753069.97043593,1596315884.638329
2025-05-20,4.529270567904718,85817625.61958353,1584514094.3539186
2025-05-21,4.545765932668198,66647464.61007999,1594628143.383902
