timestamp,pool_name,pool_address,price,liquidity,fee_rate,protocol_fee_rate,fee_rate_percent,protocol_fee_rate_percent,estimated_daily_volume,estimated_lp_daily_fees,estimated_protocol_daily_fees,lp_fee_share
2025-05-29T14:09:01.198327,JLP/SOL,D1qM4rMDmSzjarCTXrr1dynmDCP6DPQNkMe5m7UYnZh3,37.110735,7332382484,3000,1300,0.3,0.13,733238248.4000001,191375182.8324,28596291.6876,0.87
2025-05-29T14:09:03.040880,JLP/USDC,4hCreDsy9yJnWsXWbDJpSsymGZ2caE7SxTKhj48HiA68,4.513734,0,6500,1300,0.65,0.13,0.0,0.0,0.0,0.87
2025-05-29T14:46:46.674189,JLP/SOL,D1qM4rMDmSzjarCTXrr1dynmDCP6DPQNkMe5m7UYnZh3,37.014089,7332382484,3000,1300,0.3,0.13,733238248.4000001,191375182.8324,28596291.6876,0.87
2025-05-29T14:46:48.309339,JLP/USDC,4hCreDsy9yJnWsXWbDJpSsymGZ2caE7SxTKhj48HiA68,4.513734,0,6500,1300,0.65,0.13,0.0,0.0,0.0,0.87
2025-05-29T21:33:25.194720,JLP/SOL,D1qM4rMDmSzjarCTXrr1dynmDCP6DPQNkMe5m7UYnZh3,36.649019,7332382484,3000,1300,0.3,0.13,733238248.4000001,191375182.8324,28596291.6876,0.87
2025-05-29T21:33:32.565772,JLP/USDC,4hCreDsy9yJnWsXWbDJpSsymGZ2caE7SxTKhj48HiA68,4.513734,0,6500,1300,0.65,0.13,0.0,0.0,0.0,0.87
2025-05-30T07:57:37.261562,JLP/SOL,D1qM4rMDmSzjarCTXrr1dynmDCP6DPQNkMe5m7UYnZh3,36.120993,7332382484,3000,1300,0.3,0.13,733238248.4000001,191375182.8324,28596291.6876,0.87
2025-05-30T07:57:39.379148,JLP/USDC,4hCreDsy9yJnWsXWbDJpSsymGZ2caE7SxTKhj48HiA68,4.513734,0,6500,1300,0.65,0.13,0.0,0.0,0.0,0.87
