snapped_at,price,market_cap,total_volume
2024-06-08 00:00:00 UTC,2.9120521121558234,0.0,38084360.6063088
2024-06-09 00:00:00 UTC,2.898619376760496,0.0,12039223.149548214
2024-06-10 00:00:00 UTC,2.918195615533111,0.0,8569491.332652647
2024-06-11 00:00:00 UTC,2.9095943149941452,0.0,11413936.984147094
2024-06-12 00:00:00 UTC,2.8657323079701227,0.0,19221191.360741034
2024-06-13 00:00:00 UTC,2.9232707784302527,0.0,15284117.882456135
2024-06-14 00:00:00 UTC,2.854999446387222,0.0,18736959.77459461
2024-06-15 00:00:00 UTC,2.850514623553747,0.0,25858585.745302234
2024-06-16 00:00:00 UTC,2.8753056733991893,0.0,7427136.268136469
2024-06-17 00:00:00 UTC,2.8970191985497773,0.0,9448143.273954632
2024-06-18 00:00:00 UTC,2.8640088491696467,0.0,21878105.748505544
2024-06-19 00:00:00 UTC,2.8401384637653067,0.0,36190909.34784269
2024-06-20 00:00:00 UTC,2.8398093470901946,0.0,21017523.015710685
2024-06-21 00:00:00 UTC,2.820437163444103,0.0,25773010.102729034
2024-06-22 00:00:00 UTC,2.8234564728489278,0.0,13873723.510721942
2024-06-23 00:00:00 UTC,2.8245022949716945,0.0,5213077.249364318
2024-06-24 00:00:00 UTC,2.779556157686614,0.0,7848754.208120464
2024-06-25 00:00:00 UTC,2.803445477395143,0.0,16083565.03034987
2024-06-26 00:00:00 UTC,2.8446570063337906,0.0,18106201.547235206
2024-06-27 00:00:00 UTC,2.838387860807595,0.0,13039156.011267917
2024-06-28 00:00:00 UTC,2.9179191326743283,0.0,18586493.262290493
2024-06-29 00:00:00 UTC,2.859321095092998,0.0,20193483.315588742
2024-06-30 00:00:00 UTC,2.8685793487739506,0.0,9330515.759966893
2024-07-01 00:00:00 UTC,2.914361685546061,0.0,13886561.919226673
2024-07-02 00:00:00 UTC,2.918013743142338,0.0,22925293.67872936
2024-07-03 00:00:00 UTC,2.9572754671128774,0.0,30473497.417361677
2024-07-04 00:00:00 UTC,2.8715268894145733,0.0,28847254.314030528
2024-07-05 00:00:00 UTC,2.778054517624647,0.0,19606559.729207437
2024-07-06 00:00:00 UTC,2.827896778429204,0.0,22296187.471880697
2024-07-07 00:00:00 UTC,2.8921275016718595,0.0,13826684.344783086
2024-07-08 00:00:00 UTC,2.8060240590128736,0.0,14380074.891702922
2024-07-09 00:00:00 UTC,2.861254063750524,0.0,41014590.68492769
2024-07-10 00:00:00 UTC,2.8916448469017446,0.0,24411191.94655261
2024-07-11 00:00:00 UTC,2.9014013095468414,0.0,22620734.143722516
2024-07-12 00:00:00 UTC,2.874434851936952,0.0,23774540.494497955
2024-07-13 00:00:00 UTC,2.895335749544738,0.0,20448798.175214864
2024-07-14 00:00:00 UTC,2.910155808392681,0.0,15875443.221930167
2024-07-15 00:00:00 UTC,2.9544238215428305,0.0,21196081.77062338
2024-07-16 00:00:00 UTC,3.066942620318204,0.0,33072365.84126158
2024-07-17 00:00:00 UTC,3.0848335975653063,0.0,43878741.637304395
2024-07-18 00:00:00 UTC,3.0447692430560176,0.0,27941205.475098386
2024-07-19 00:00:00 UTC,3.0678306489931098,0.0,23918857.511471223
2024-07-20 00:00:00 UTC,3.1468603870361216,0.0,33712521.45767217
2024-07-21 00:00:00 UTC,3.1915750302458217,0.0,22824511.256631397
2024-07-22 00:00:00 UTC,3.264375033267921,0.0,34128907.31282013
2024-07-23 00:00:00 UTC,3.2237088565306986,0.0,38807690.64147302
2024-07-24 00:00:00 UTC,3.1878935206284615,0.0,41474948.45456867
2024-07-25 00:00:00 UTC,3.1993268146431735,0.0,42392541.61343229
2024-07-26 00:00:00 UTC,3.1734622718670624,0.0,61788756.61946125
2024-07-27 00:00:00 UTC,3.234055734142151,0.0,35748519.019186646
2024-07-28 00:00:00 UTC,3.240329572363657,0.0,42626598.51228095
2024-07-29 00:00:00 UTC,3.26824433964987,0.0,28128558.415493064
2024-07-30 00:00:00 UTC,3.24189577485194,0.0,42135299.386117265
2024-07-31 00:00:00 UTC,3.2527416193203535,0.0,46631193.575182185
2024-08-01 00:00:00 UTC,3.251008671583804,0.0,52480170.813506916
2024-08-02 00:00:00 UTC,3.241498785441367,0.0,53227869.30562881
2024-08-03 00:00:00 UTC,3.134599097693687,0.0,57783255.46839557
2024-08-04 00:00:00 UTC,3.0773644236816096,0.0,33202944.219162475
2024-08-05 00:00:00 UTC,3.006428089779391,0.0,35652670.35514692
2024-08-06 00:00:00 UTC,2.948393872286728,0.0,67402856.21838042
2024-08-07 00:00:00 UTC,3.082340246815724,0.0,57463456.60568812
2024-08-08 00:00:00 UTC,3.084797281621411,0.0,59130688.94999879
2024-08-09 00:00:00 UTC,3.3182332440356204,0.0,71168528.20696092
2024-08-10 00:00:00 UTC,3.2541770731752435,0.0,46582999.05429996
2024-08-11 00:00:00 UTC,3.2365174078015375,0.0,26128728.90653414
2024-08-12 00:00:00 UTC,3.131603382367636,0.0,39200624.12931709
2024-08-13 00:00:00 UTC,3.1843346739791394,0.0,52231605.29729537
2024-08-14 00:00:00 UTC,3.2005414502411598,0.0,39951059.46182751
2024-08-15 00:00:00 UTC,3.1444611888980027,0.0,45334940.69385355
2024-08-16 00:00:00 UTC,3.129455325609824,0.0,47511624.97942127
2024-08-17 00:00:00 UTC,3.092736219650659,0.0,32699979.504792973
2024-08-18 00:00:00 UTC,3.136206520311613,0.0,14703813.70566212
2024-08-19 00:00:00 UTC,3.1358862966597174,0.0,22969110.919215977
2024-08-20 00:00:00 UTC,3.162616301237403,0.0,30800029.590114485
2024-08-21 00:00:00 UTC,3.151806481817255,0.0,32002189.40020641
2024-08-22 00:00:00 UTC,3.14591846565748,0.0,31452214.456958864
2024-08-23 00:00:00 UTC,3.1494558687700454,0.0,23030815.066097606
2024-08-24 00:00:00 UTC,3.2439081231314573,0.0,41402451.97046812
2024-08-25 00:00:00 UTC,3.299682044347615,0.0,36340048.787617624
2024-08-26 00:00:00 UTC,3.303787694536902,0.0,34900127.44414888
2024-08-27 00:00:00 UTC,3.2678970414913904,0.0,45275929.50349125
2024-08-28 00:00:00 UTC,3.1765553112916916,0.0,43918225.27566474
2024-08-29 00:00:00 UTC,3.1656122453614794,0.0,47263280.530767456
2024-08-30 00:00:00 UTC,3.1582570943696555,0.0,29827028.565185376
2024-08-31 00:00:00 UTC,3.151287942098487,0.0,33118697.629887037
2024-09-01 00:00:00 UTC,3.109852292309436,0.0,13885311.477905871
2024-09-02 00:00:00 UTC,3.0694297787789644,0.0,27413681.293789983
2024-09-03 00:00:00 UTC,3.1087367217179835,0.0,38983445.70581633
2024-09-04 00:00:00 UTC,3.0534170873273716,0.0,32104958.516020965
2024-09-05 00:00:00 UTC,3.1274110461663653,0.0,55703961.25663084
2024-09-06 00:00:00 UTC,3.0686055866724917,0.0,50531541.98444582
2024-09-07 00:00:00 UTC,3.0212012569686393,0.0,69478154.78303126
2024-09-08 00:00:00 UTC,3.054642818510905,0.0,25303416.078512833
2024-09-09 00:00:00 UTC,3.069406337782912,0.0,28897641.471672546
2024-09-10 00:00:00 UTC,3.123400111129664,0.0,56518201.565646075
2024-09-11 00:00:00 UTC,3.1294256623821526,0.0,42516793.95958785
2024-09-12 00:00:00 UTC,3.1144291271672895,0.0,60182914.63337108
2024-09-13 00:00:00 UTC,3.146881690819393,0.0,46876887.88517369
2024-09-14 00:00:00 UTC,3.181587848653582,0.0,48141680.90790574
2024-09-15 00:00:00 UTC,3.157597047341672,0.0,20114231.95772397
2024-09-16 00:00:00 UTC,3.125245019440752,0.0,25966077.576404486
2024-09-17 00:00:00 UTC,3.1103805884524935,0.0,37996304.02927424
2024-09-18 00:00:00 UTC,3.1129599531768566,0.0,49068605.97044214
2024-09-19 00:00:00 UTC,3.1488087663465567,0.0,55419351.76390229
2024-09-20 00:00:00 UTC,3.2125609782981654,0.0,64950184.0636043
2024-09-21 00:00:00 UTC,3.2482940496557706,0.0,61119354.53574797
2024-09-22 00:00:00 UTC,3.2725922627783577,0.0,27480639.76877954
2024-09-23 00:00:00 UTC,3.253824256156087,0.0,33078252.64922922
2024-09-24 00:00:00 UTC,3.2692361444117557,0.0,60645997.470801234
2024-09-25 00:00:00 UTC,3.3073052067826194,0.0,83158962.40923604
2024-09-26 00:00:00 UTC,3.270091901174264,0.0,46616450.828256644
2024-09-27 00:00:00 UTC,3.340817654952121,0.0,66625746.54420944
2024-09-28 00:00:00 UTC,3.3748197195325953,0.0,65306215.953412324
2024-09-29 00:00:00 UTC,3.36608647655847,0.0,29083415.724394325
2024-09-30 00:00:00 UTC,3.372068995436203,0.0,37074428.03091328
2024-10-01 00:00:00 UTC,3.329445798820144,0.0,61841478.82406976
2024-10-02 00:00:00 UTC,3.270823405093594,0.0,100291400.81631224
2024-10-03 00:00:00 UTC,3.2407136597442214,0.0,81135736.63139382
2024-10-04 00:00:00 UTC,3.2250916763802335,0.0,86347100.67322093
2024-10-05 00:00:00 UTC,3.30015822576415,0.0,57037396.023371145
2024-10-06 00:00:00 UTC,3.3160426875871996,0.0,30513671.012259427
2024-10-07 00:00:00 UTC,3.3339810008473934,0.0,29934904.378690533
2024-10-08 00:00:00 UTC,3.315358129437682,0.0,74142307.03294082
2024-10-09 00:00:00 UTC,3.32701646614071,0.0,52280881.56883209
2024-10-10 00:00:00 UTC,3.2699871539121563,0.0,52036477.10154481
2024-10-11 00:00:00 UTC,3.2651282509838495,0.0,63060099.96978953
2024-10-12 00:00:00 UTC,3.336081392144451,0.0,45715628.96056575
2024-10-13 00:00:00 UTC,3.3277219955769546,0.0,26959134.63701414
2024-10-14 00:00:00 UTC,3.3371364320916475,0.0,45295925.599503964
2024-10-15 00:00:00 UTC,3.3864380346597067,0.0,63267700.8727521
2024-10-16 00:00:00 UTC,3.389572172522166,0.0,96672520.28551146
2024-10-17 00:00:00 UTC,3.4079266761783393,0.0,65221152.100272916
2024-10-18 00:00:00 UTC,3.3794827255781517,0.0,53289634.7442592
2024-10-19 00:00:00 UTC,3.405971094893284,0.0,40012122.98671487
2024-10-20 00:00:00 UTC,3.428466395068774,0.0,27187793.51297267
2024-10-21 00:00:00 UTC,3.4829573543658947,0.0,40222315.727867
2024-10-22 00:00:00 UTC,3.476628528233108,0.0,74401263.50833762
2024-10-23 00:00:00 UTC,3.4701415530110413,0.0,74443704.14437002
2024-10-24 00:00:00 UTC,3.4901731546344497,0.0,81807402.04172978
2024-10-25 00:00:00 UTC,3.5545671239558048,0.0,66419091.40257674
2024-10-26 00:00:00 UTC,3.458608565108147,0.0,105076707.21936044
2024-10-27 00:00:00 UTC,3.4921772121567507,0.0,68006331.83439557
