date,open,high,low,close,volume
2023-05-20,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-05-21,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-05-22,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-05-23,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-05-24,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-05-25,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-05-26,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-05-27,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-05-28,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-05-29,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-05-30,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-05-31,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-01,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-02,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-03,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-04,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-05,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-06,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-07,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-08,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-09,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-10,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-11,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-12,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-13,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-14,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-15,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-16,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-17,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-18,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-19,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-20,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-21,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-22,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-23,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-24,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-25,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-26,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-27,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-28,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-29,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-06-30,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-01,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-02,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-03,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-04,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-05,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-06,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-07,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-08,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-09,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-10,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-11,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-12,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-13,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-14,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-15,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-16,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-17,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-18,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-19,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-20,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-21,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-22,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-23,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-24,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-25,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-26,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-27,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-28,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-29,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-30,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-07-31,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-01,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-02,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-03,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-04,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-05,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-06,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-07,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-08,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-09,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-10,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-11,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-12,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-13,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-14,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-15,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-16,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-17,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-18,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-19,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-20,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-21,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-22,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-23,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-24,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-25,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-26,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-27,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-28,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-29,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-30,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-08-31,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-09-01,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
2023-09-02,4.42008774895656,4.56768751178452,4.37293548096418,4.46443500499541,1468.98128638492
