date,GT_open,GT_high,GT_low,GT_close,GT_volume_usd,GT_liquidity_usd,GT_market_cap_usd,CG_price_sol,CG_volume_sol,CG_market_cap_sol
2025-04-26,4.13117180835849,4.16760142097632,4.08800472722876,4.11592935647478,7964048.62622654,9265971.2254,1652057147.67675,0.0274016752731078,473441.4588927045,9900650.1335101
2025-04-25,4.13160257063394,4.20198388582579,4.11007856510767,4.13117180835849,19325096.5755461,9265971.2254,1652057147.67675,0.0271681008650508,397730.1973382146,9825919.526160914
2025-04-24,4.12433448256164,4.14974996106413,4.02702028391167,4.13160257063394,17792590.4214561,9265971.2254,1652057147.67675,0.0273357585529044,507544.01083630713,9894511.053653209
2025-04-23,4.08612287970385,4.18254518221057,4.06972834189957,4.12433448256164,20862401.5560125,9265971.2254,1652057147.67675,0.027458661108737,392391.8090639977,9954871.88351743
2025-04-22,3.87525576329991,4.10715005726394,3.84756666666667,4.08612287970385,16452134.8613725,9265971.2254,1652057147.67675,0.028449132045434,298433.7524526954,10309715.209351752
2025-04-21,3.87463701978992,3.95876840424167,3.84637919992899,3.87525576329991,9355851.58963992,9265971.2254,1652057147.67675,0.0281742061024526,179526.84678829415,10219173.257305562
2025-04-20,3.90639847152789,3.93911656315793,3.84720995450425,3.87463701978992,4841176.31955188,9265971.2254,1652057147.67675,0.0280110709098365,244354.44909245288,10077293.165541546
2025-04-19,3.83480462461818,3.92130085244505,3.80180937628476,3.90639847152789,7297804.09647612,9265971.2254,1652057147.67675,0.0286063218677079,253395.95393957864,10251652.625713823
2025-04-18,3.83759102826825,3.86240927573498,3.80954117018113,3.83480462461818,7689328.47980396,9265971.2254,1652057147.67675,0.0285118120861111,335244.490761278,10341960.748459082
2025-04-17,3.79299922166002,3.86768725257217,3.77062192685654,3.83759102826825,10491313.0978389,9265971.2254,1652057147.67675,0.0288552979306236,393261.4421895363,10569949.510564962
2025-04-16,3.73560507464851,3.82895850535647,3.67256757725905,3.79299922166002,9664125.43064556,9265971.2254,1652057147.67675,0.0295379888023557,307301.6302178713,10770439.607019484
2025-04-15,3.77578988908253,3.86414990508002,3.72862196644692,3.73560507464851,7669719.36053613,9265971.2254,1652057147.67675,0.0291827758578989,406746.5682826596,10568300.357502576
2025-04-14,3.74949439790687,3.86429649818029,3.74021734094559,3.77578988908253,10561187.2384107,9265971.2254,1652057147.67675,0.0292566978653733,362970.1566311345,10544229.38480395
2025-04-13,3.81507536585466,3.8384144733947,3.70464560594773,3.74949439790687,7854665.45537485,9265971.2254,1652057147.67675,0.0288542799989825,242648.8828051444,10404233.078905275
2025-04-12,3.65752548294361,3.84159068550016,3.59644681096841,3.81507536585466,6620621.26392624,9265971.2254,1652057147.67675,0.030109575443922,210187.5122711064,10854220.623969285
2025-04-11,3.52467449711982,3.678366317911,3.50457983309136,3.65752548294361,5247498.29510317,9265971.2254,1652057147.67675,0.0312086721627643,261144.2481176396,11249024.885349434
2025-04-10,3.64224740381426,3.64756412395944,3.45812099772368,3.52467449711982,5616497.49367122,9265971.2254,1652057147.67675,0.0305761980602198,471944.4082420338,10982569.072005017
2025-04-09,3.40300497132558,3.66992699445998,3.32123565361592,3.64224740381426,12764877.606995,9265971.2254,1652057147.67675,0.0322186673741344,395357.8864092773,11521738.173116297
2025-04-08,3.44142901466659,3.53589563445417,3.3585381935944,3.40300497132558,8782537.48808399,9265971.2254,1652057147.67675,0.0322848479032352,617206.7821696537,0.0
2025-04-07,3.4078461920088,3.54207974416627,3.22700321744387,3.44142901466659,17421766.2362992,9265971.2254,1652057147.67675,0.0322582624562523,285682.6371865801,0.0
2025-04-06,3.6477919045109,3.66841498939161,3.34678911465028,3.4078461920088,7633748.77012817,9265971.2254,1652057147.67675,0.0303590082796092,143494.0374756544,0.0
2025-04-05,3.68647738111217,3.70032916666667,3.60453635337129,3.6477919045109,2120652.6324514,9265971.2254,1652057147.67675,0.0300350453817859,380743.671191416,0.0
2025-04-04,3.61610653966345,3.70905879110953,3.54738058189633,3.68647738111217,7204968.53729811,9265971.2254,1652057147.67675,0.0308468683221621,334195.00993210764,0.0
2025-04-03,3.62009895948915,3.66343469549715,3.52748827615401,3.61610653966345,7582782.99630823,9265971.2254,1652057147.67675,0.0306070126913008,384400.03217900393,0.0
2025-04-02,3.74388329427416,3.86662007161727,3.59827567068516,3.62009895948915,11559136.3944634,9265971.2254,1652057147.67675,0.0295138117125214,261426.10723341865,0.0
2025-04-01,3.69839235973252,3.80253757009346,3.67635568193135,3.74388329427416,6138447.24032527,9265971.2254,1652057147.67675,0.029606164091657,230544.4290469113,0.0
2025-03-31,3.68588240207382,3.73723301674904,3.64329264308662,3.69839235973252,5506878.95892156,9265971.2254,1652057147.67675,0.0295930917756261,118205.43014579902,0.0
2025-03-30,3.6909464563613,3.7241800844515,3.663237876372,3.68588240207382,2882501.34368441,9265971.2254,1652057147.67675,0.0296613036324559,144688.03018222656,0.0
2025-03-29,3.75934374640327,3.77886636648122,3.66650122966612,3.6909464563613,3962888.08756825,9265971.2254,1652057147.67675,0.0290647618415151,253682.8832339252,0.0
2025-03-28,3.88895385353982,3.89565034686008,3.7368013879473,3.75934374640327,8427154.95496853,9265971.2254,1652057147.67675,0.0280811574531231,244834.7157640738,0.0
2025-03-27,3.86599926730662,3.92144836363636,3.84581672694072,3.88895385353982,10104414.8431685,9265971.2254,1652057147.67675,0.0282229398579612,279485.7778423981,0.0
2025-03-26,3.95701928791729,3.97882805457768,3.847049999228,3.86599926730662,9438384.69550328,9265971.2254,1652057147.67675,0.0274731998576152,345925.24510687403,0.0
2025-03-25,3.92401384433986,4.0090112941265,3.87295081563136,3.95701928791729,11075754.4199962,9265971.2254,1652057147.67675,0.0278464984269607,411777.3668110079,0.0
2025-03-24,3.79884879854812,3.99833679096807,3.79399480231943,3.92401384433986,12951894.0447597,9265971.2254,1652057147.67675,0.0287669555108325,153153.70514185433,0.0
2025-03-23,3.739318762361,3.8509284,3.73865025207945,3.79884879854812,2766141.86080517,9265971.2254,1652057147.67675,0.0291464525111707,157687.74545795188,0.0
2025-03-22,3.73922665148564,3.79117054767226,3.6945036453769,3.739318762361,2689163.28225078,9265971.2254,1652057147.67675,0.0291565285939199,200438.00096066145,0.0
2025-03-21,3.74236508995498,3.76943734323023,3.6761727120619,3.73922665148564,4501282.68165103,9265971.2254,1652057147.67675,0.0292871851230584,235534.67149817653,0.0
2025-03-20,3.86155331651478,3.87584267928232,3.71637247968819,3.74236508995498,4220083.99114036,9265971.2254,1652057147.67675,0.0284542408910126,265818.1634196563,0.0
2025-03-19,3.69689765500823,3.8634597574287,3.68281587434995,3.86155331651478,6329637.57186458,9265971.2254,1652057147.67675,0.0294626199836819,171662.93768235677,0.0
2025-03-18,3.73889318204569,3.74064974732972,3.3117,3.69689765500823,3923709.33352053,9265971.2254,1652057147.67675,0.0291343423286999,202290.35682994244,0.0
2025-03-17,3.69153287084871,3.77998214285714,3.16375,3.73889318204569,4206817.66845308,9265971.2254,1652057147.67675,0.0292809216593379,166496.34729315114,0.0
2025-03-16,3.82497052992305,3.85590815217391,2.84823,3.69153287084871,5082449.88080818,9265971.2254,1652057147.67675,0.0281412383007627,122777.11812077776,0.0
2025-03-15,3.78520382418076,3.85861699115044,3.53948142857143,3.82497052992305,3009207.57444401,9265971.2254,1652057147.67675,0.0283689593164989,244383.7071429883,0.0
2025-03-14,3.64342532742105,3.81648161414818,3.63674572835223,3.78520382418076,5791611.09165172,9265971.2254,1652057147.67675,0.0296033450136018,270696.14821539284,0.0
2025-03-13,3.69653630992531,3.72276459973274,3.60368837639209,3.64342532742105,6583246.67570954,9265971.2254,1652057147.67675,0.0292095365367961,349864.7583973535,0.0
2025-03-12,3.68686624987953,3.76016992885098,3.61254493413828,3.69653630992531,7612710.53927061,9265971.2254,1652057147.67675,0.0293712627240237,562787.0231221092,0.0
2025-03-11,3.57085736745055,3.73754951896785,3.48353446937995,3.68686624987953,13036436.1847878,9265971.2254,1652057147.67675,0.0301208658555888,550670.0912293564,0.0
2025-03-10,3.67861379436855,3.78019890102702,3.52560124240954,3.57085736745055,18527644.3446472,9265971.2254,1652057147.67675,0.0291062425595945,366744.4441797786,0.0
2025-03-09,3.84623037937972,3.89573722891566,3.65838656791975,3.67861379436855,11057555.7666282,9265971.2254,1652057147.67675,0.0280825824980628,258703.26888349463,0.0
2025-03-08,3.86173131323439,3.90242307692308,3.81667709433296,3.84623037937972,8138465.24746582,9265971.2254,1652057147.67675,0.0277360103700512,642749.6922419638,0.0
2025-03-07,3.92955240546294,4.0221430357945,3.78516061859683,3.86173131323439,21588935.311185,9265971.2254,1652057147.67675,0.0274217637865596,450661.2027584329,0.0
2025-03-06,3.95817836353861,4.04682242990654,3.85246130979793,3.92955240546294,15734812.3950252,9265971.2254,1652057147.67675,0.0271058167569258,345860.26431051525,0.0
2025-03-05,3.92349898575786,4.0233200423533,3.86201847861434,3.95817836353861,12489700.7142752,9265971.2254,1652057147.67675,0.0270644958955424,537757.3851350945,0.0
2025-03-04,3.877413023232,3.96517806383566,3.7243531641605,3.92349898575786,20269599.593679,9265971.2254,1652057147.67675,0.0272464930976487,813341.8361516678,0.0
2025-03-03,4.31193538924974,4.35174417899569,3.82277472428012,3.877413023232,22405317.3810046,9265971.2254,1652057147.67675,0.0242302862458623,830425.3834058105,0.0
2025-03-02,3.88591747868932,4.33919234116247,3.70057768538187,4.31193538924974,24592058.4232091,9265971.2254,1652057147.67675,0.0270579543751162,293850.6995342577,0.0
2025-03-01,3.92987146447648,3.9916006052076,3.73706782506208,3.88591747868932,8095773.32684523,9265971.2254,1652057147.67675,0.026519162199458,763026.9820387597,0.0
2025-02-28,3.8310014715405,3.93991783061942,3.64200812383378,3.92987146447648,21655705.3061329,9265971.2254,1652057147.67675,0.0278402251451494,485234.8499948688,0.0
2025-02-27,3.79826510008584,3.90265820792905,3.76007681316917,3.8310014715405,11592188.7266827,9265971.2254,1652057147.67675,0.0282266876402342,628951.9506846095,0.0
2025-02-26,3.93446353296072,3.9963222202579,3.71635726383732,3.79826510008584,16331797.1768144,9265971.2254,1652057147.67675,0.0273167491647448,951586.1433360728,0.0
2025-02-25,3.90601560807807,3.98507034175806,3.74852819886471,3.93446353296072,20337851.0785483,9265971.2254,1652057147.67675,0.0276326692272821,936349.4483815752,0.0
2025-02-24,4.20716723280504,4.23165000354221,3.87177284420054,3.90601560807807,26494550.7977799,9265971.2254,1652057147.67675,0.024995638271019,276842.60104580724,0.0
2025-02-23,4.24509702915932,4.25719,4.18059786166162,4.20716723280504,6718509.82611061,9265971.2254,1652057147.67675,0.0246560381944124,462522.7660394251,0.0
2025-02-22,4.19064928123027,4.26997454545455,4.17425988566194,4.24509702915932,13130260.2359386,9265971.2254,1652057147.67675,0.0247748241630682,653379.84080277,0.0
2025-02-21,,,,,,,,0.0243008750600265,668575.0173860596,0.0
2025-02-20,,,,,,,,0.0247935888948998,708337.544668631,0.0
2025-02-19,,,,,,,,0.0246966204951048,1372958.758393786,0.0
2025-02-18,,,,,,,,0.0240034219353235,1009644.6699453644,0.0
2025-02-17,,,,,,,,0.0230731130948011,633037.5634225447,0.0
2025-02-16,,,,,,,,0.0226734419029278,485041.1068921068,0.0
2025-02-15,,,,,,,,0.0223638032328965,732492.6621487393,0.0
2025-02-14,,,,,,,,0.0227927312121475,585925.3401129257,0.0
2025-02-13,,,,,,,,0.0226218954651819,839000.6941274508,0.0
2025-02-12,,,,,,,,0.0224184907555481,763133.4003685648,0.0
2025-02-11,,,,,,,,0.0223148810681304,1028974.9706333376,0.0
2025-02-10,,,,,,,,0.0221351708018505,646007.6717290678,0.0
2025-02-09,,,,,,,,0.0222344540700503,435728.77781581256,0.0
2025-02-08,,,,,,,,0.022736622439396,916694.201177804,0.0
2025-02-07,,,,,,,,0.0229879176254585,820541.3004039964,0.0
2025-02-06,,,,,,,,0.0225665888150416,905680.3520949516,0.0
2025-02-05,,,,,,,,0.021739883494174,1467463.431782967,0.0
2025-02-04,,,,,,,,0.021367607482439,1952834.7363736683,0.0
2025-02-03,,,,,,,,0.0219631218380575,1737816.411470012,0.0
2025-02-02,,,,,,,,0.0213305893674992,717751.6556535454,0.0
2025-02-01,,,,,,,,0.0204455214932075,547907.9209370234,0.0
2025-01-31,,,,,,,,0.0199994174092366,578516.3698193168,0.0
2025-01-30,,,,,,,,0.0204652864596894,1014304.2497761648,0.0
2025-01-29,,,,,,,,0.0203940885500493,840710.9453677438,0.0
2025-01-28,,,,,,,,0.019937574330356,1613266.067241756,0.0
2025-01-27,,,,,,,,0.0195880471618342,568956.2218841204,0.0
2025-01-26,,,,,,,,0.0190219949286593,563111.5856482578,0.0
2025-01-25,,,,,,,,0.0191067720708117,801619.218897721,0.0
2025-01-24,,,,,,,,0.0190079951404516,793005.1320939176,0.0
2025-01-23,,,,,,,,0.0187630907964251,577826.333277783,0.0
2025-01-22,,,,,,,,0.0191055967067634,718136.6963473634,0.0
2025-01-21,,,,,,,,0.0193053200660236,955545.459735989,0.0
2025-01-20,,,,,,,,0.0181816509684887,1541243.9156587073,0.0
2025-01-19,,,,,,,,0.0184115440850231,953576.1625274948,0.0
2025-01-18,,,,,,,,0.0205779593712997,255777.6741714024,0.0
2025-01-17,,,,,,,,0.0209464941922643,465202.4626703311,0.0
2025-01-16,,,,,,,,0.0213743312972839,382012.78863587393,0.0
2025-01-15,,,,,,,,0.0225774814188867,377886.9677648076,0.0
2025-01-14,,,,,,,,0.0228624031428563,620614.8710882586,0.0
2025-01-13,,,,,,,,0.0223365588255902,199384.59032989392,0.0
2025-01-12,,,,,,,,0.022407369448383,248843.8119033215,0.0
2025-01-11,,,,,,,,0.0224327904602136,486475.54046243697,0.0
2025-01-10,,,,,,,,0.0225575654406107,484257.9145691104,0.0
2025-01-09,,,,,,,,0.0215612535182581,518941.9379817047,0.0
2025-01-08,,,,,,,,0.0212083538610851,422677.4793052393,0.0
2025-01-07,,,,,,,,0.0202845772853054,369352.4382797057,0.0
2025-01-06,,,,,,,,0.0205100858484375,194934.10554968592,0.0
2025-01-05,,,,,,,,0.0203075260241434,186179.26507563185,0.0
2025-01-04,,,,,,,,0.0202249559191942,441235.9443091734,0.0
2025-01-03,,,,,,,,0.0207584247315264,609398.7071340884,0.0
2025-01-02,,,,,,,,0.0216956917020472,365664.2094889585,0.0
2025-01-01,,,,,,,,0.0220167059273176,503964.6243819799,0.0
2024-12-31,,,,,,,,0.0219043586610528,581387.6651717491,0.0
2024-12-30,,,,,,,,0.0220215200974448,345399.1936237358,0.0
2024-12-29,,,,,,,,0.0216637533310902,289350.54099423444,0.0
2024-12-28,,,,,,,,0.0225453522389153,465336.5434383328,0.0
2024-12-27,,,,,,,,0.0222288009856091,498299.89050255873,0.0
2024-12-26,,,,,,,,0.0216016507876192,355461.1915346483,0.0
2024-12-25,,,,,,,,0.0215394975068451,357337.9253864077,0.0
2024-12-24,,,,,,,,0.0220527102525092,577724.6779342922,0.0
2024-12-23,,,,,,,,0.0228463618918193,385754.92990890366,0.0
2024-12-22,,,,,,,,0.0228020821189709,450811.5527713223,0.0
2024-12-21,,,,,,,,0.0217052002229898,847901.6451582456,0.0
2024-12-20,,,,,,,,0.0214530009907412,898602.1846571662,0.0
2024-12-19,,,,,,,,0.0204814633953256,1063670.2133814152,0.0
2024-12-18,,,,,,,,0.0191984228798968,644803.0532174312,0.0
2024-12-17,,,,,,,,0.0196941252720576,549602.9730655651,0.0
2024-12-16,,,,,,,,0.0189658513109396,302580.47999500734,0.0
2024-12-15,,,,,,,,0.0192538418199772,282104.6131173678,0.0
2024-12-13,,,,,,,,0.0187356496858471,570774.2841919346,0.0
2024-12-12,,,,,,,,0.0187157337896898,451212.328755803,0.0
2024-12-11,,,,,,,,0.0196215656789321,779053.1425925047,0.0
2024-12-10,,,,,,,,0.0192621304594659,749701.9736998217,0.0
2024-12-09,,,,,,,,0.0177075619975217,379697.1225092797,0.0
2024-12-08,,,,,,,,0.0175494564421792,564155.4704924116,0.0
2024-12-07,,,,,,,,0.0177214980269501,802632.635170404,0.0
2024-12-06,,,,,,,,0.0175661686346647,1343562.8464570346,0.0
2024-12-05,,,,,,,,0.0181644302784159,814273.3979664838,0.0
2024-12-04,,,,,,,,0.0176112026043507,913232.0125505384,0.0
2024-12-03,,,,,,,,0.0182973008220747,858454.7836603181,0.0
2024-12-02,,,,,,,,0.0174064591611597,458689.44984080095,0.0
2024-12-01,,,,,,,,0.017334150832274,309043.10660891875,0.0
2024-11-30,,,,,,,,0.0169344329350649,351060.9072971721,0.0
2024-11-29,,,,,,,,0.0172968186680968,467672.0835588021,0.0
2024-11-28,,,,,,,,0.0169981618149618,575244.1698471851,0.0
2024-11-27,,,,,,,,0.0176396891275448,757941.8419002992,0.0
2024-11-26,,,,,,,,0.0173346857401657,771878.3416987144,0.0
2024-11-25,,,,,,,,0.016112112996715,570065.0616369231,0.0
2024-11-24,,,,,,,,0.0161679537960288,421769.3839057948,0.0
2024-11-23,,,,,,,,0.0159703163490882,583222.9323058393,0.0
2024-11-22,,,,,,,,0.0158327208899495,729222.6036873899,0.0
2024-11-21,,,,,,,,0.0169069927819513,689576.9492385898,0.0
2024-11-20,,,,,,,,0.0167153093169194,642573.7813189739,0.0
2024-11-19,,,,,,,,0.0166966306573166,751490.3248598021,0.0
2024-11-18,,,,,,,,0.0168348253869525,713398.7983675582,0.0
2024-11-17,,,,,,,,0.0183402529229176,499999.2972822983,0.0
2024-11-16,,,,,,,,0.0184883215821865,614011.1558922505,0.0
2024-11-15,,,,,,,,0.0187690223452077,830852.5824131435,0.0
2024-11-14,,,,,,,,0.0184887018509269,1012067.8335560212,0.0
2024-11-13,,,,,,,,0.0185099281011808,1096202.8437928928,0.0
2024-11-12,,,,,,,,0.0176893716131303,762647.6213561384,0.0
2024-11-11,,,,,,,,0.0185168911532493,670057.096586685,0.0
2024-11-10,,,,,,,,0.0190756795840714,338198.13054055587,0.0
2024-11-09,,,,,,,,0.0190591147479259,417059.80626804125,0.0
2024-11-08,,,,,,,,0.0192870247203518,398436.6626087446,0.0
2024-11-07,,,,,,,,0.019897568268472,707207.546639863,0.0
2024-11-06,,,,,,,,0.0212490323991696,461865.8634114269,0.0
2024-11-05,,,,,,,,0.022206402311314,454057.4580842541,0.0
2024-11-04,,,,,,,,0.0216257505206417,433696.4076586017,0.0
2024-11-03,,,,,,,,0.021270429091072,302685.27735879435,0.0
2024-11-02,,,,,,,,0.0212327498682811,528812.2556645378,0.0
2024-11-01,,,,,,,,0.0210152376075802,423127.94661465095,0.0
2024-10-31,,,,,,,,0.0204161078080704,296002.1565162796,0.0
2024-10-30,,,,,,,,0.0199728336402707,386674.32088703854,0.0
2024-10-29,,,,,,,,0.0199258331620519,389468.9220028434,0.0
2024-10-28,,,,,,,,0.0199342048962468,247733.6409090062,0.0
2024-10-27,,,,,,,,0.0204747301625907,398722.9768322399,0.0
2024-10-26,,,,,,,,0.0210448363164163,639367.5556141754,0.0
2024-10-25,,,,,,,,0.0200400618829592,374459.8584021874,0.0
2024-10-24,,,,,,,,0.0203729707395355,477529.2612231847,0.0
2024-10-21,,,,,,,,0.0209094223523127,241468.75829180476,0.0
2024-10-20,,,,,,,,0.0214826040439079,170357.39469600524,0.0
2024-10-19,,,,,,,,0.021963698095044,258021.62289034692,0.0
2024-10-18,,,,,,,,0.0224889458396776,354618.6818797323,0.0
2024-10-17,,,,,,,,0.0220915815466742,422790.3171341065,0.0
2024-10-16,,,,,,,,0.0219215783594471,625215.8445905523,0.0
2024-10-15,,,,,,,,0.0215222475074448,402093.0262045035,0.0
2024-10-14,,,,,,,,0.0226258363230824,307107.0720577453,0.0
2024-10-13,,,,,,,,0.0227022641525212,183919.62930387977,0.0
2024-10-12,,,,,,,,0.0229570563395163,314589.5277361652,0.0
2024-10-11,,,,,,,,0.0235303944866463,454447.3952009077,0.0
2024-10-10,,,,,,,,0.0234699835643756,373486.2569292149,0.0
2024-10-09,,,,,,,,0.0231954762059698,364494.7227639256,0.0
2024-10-08,,,,,,,,0.0229893700588938,514117.89220173936,0.0
2024-10-07,,,,,,,,0.0227811025033621,204545.29432110215,0.0
2024-10-06,,,,,,,,0.0232312402385542,213769.9929194188,0.0
2024-10-05,,,,,,,,0.023051469096514,398403.858794963,0.0
2024-10-04,,,,,,,,0.023600430105146,631866.9106819223,0.0
2024-10-03,,,,,,,,0.0230740464403136,577690.5803981445,0.0
2024-10-02,,,,,,,,0.0225249413926493,690669.487706414,0.0
2024-10-01,,,,,,,,0.0218261291961951,405400.8348705445,0.0
2024-09-30,,,,,,,,0.0212583296677724,233726.06384742903,0.0
2024-09-29,,,,,,,,0.0214456331300948,185293.00068163508,0.0
2024-09-28,,,,,,,,0.0213869668901739,413859.70048545895,0.0
2024-09-27,,,,,,,,0.0214890404997063,428554.7772083377,0.0
2024-09-26,,,,,,,,0.0220790599981138,314745.7153624968,0.0
2024-09-25,,,,,,,,0.0216323241803063,543923.6843473872,0.0
2024-09-24,,,,,,,,0.0225641801591616,418577.0474862559,0.0
2024-09-23,,,,,,,,0.0224649976451126,228378.30484036056,0.0
2024-09-22,,,,,,,,0.0218656146255049,183610.12634562803,0.0
2024-09-21,,,,,,,,0.0221758604954111,417257.2615148411,0.0
2024-09-20,,,,,,,,0.0225149401917809,455197.43267624686,0.0
2024-09-19,,,,,,,,0.0235664831387494,414772.47931438434,0.0
2024-09-18,,,,,,,,0.0236688512852481,373084.63808010105,0.0
2024-09-17,,,,,,,,0.0236494151855665,288900.45573246013,0.0
2024-09-16,,,,,,,,0.0237439720812389,197276.63501524707,0.0
2024-09-15,,,,,,,,0.0230172133458502,146622.11843928002,0.0
2024-09-14,,,,,,,,0.0228935118626206,346409.46451252245,0.0
2024-09-13,,,,,,,,0.0231033105516648,344153.8020530882,0.0
2024-09-12,,,,,,,,0.0234869044099276,453858.5742005542,0.0
2024-09-11,,,,,,,,0.023089393131731,313695.5711184591,0.0
2024-09-10,,,,,,,,0.0231569816741938,419027.633779747,0.0
2024-09-09,,,,,,,,0.0236251472199788,222424.45572441383,0.0
2024-09-08,,,,,,,,0.0239227584197137,198166.38016449087,0.0
2024-09-07,,,,,,,,0.0241912952711266,556323.9302156821,0.0
2024-09-06,,,,,,,,0.0237372711913365,390887.9397895775,0.0
2024-09-05,,,,,,,,0.0234143419955952,417045.1469661917,0.0
2024-09-04,,,,,,,,0.0239328314993479,251640.22486362245,0.0
2024-09-03,,,,,,,,0.0230303038376152,288799.17458753975,0.0
2024-09-02,,,,,,,,0.0238326296102328,212853.9043456363,0.0
2024-09-01,,,,,,,,0.0229849188149028,102626.33946588388,0.0
2024-08-31,,,,,,,,0.0227991139457718,239609.0026913068,0.0
2024-08-30,,,,,,,,0.0225709131616853,213162.9096364849,0.0
2024-08-29,,,,,,,,0.0220089162683729,328597.91507772,0.0
2024-08-28,,,,,,,,0.0216350769678421,299120.9316432976,0.0
2024-08-27,,,,,,,,0.0208094120575118,288309.4116377132,0.0
2024-08-26,,,,,,,,0.0208266046554083,220005.40709821213,0.0
2024-08-25,,,,,,,,0.0205408185711878,226220.0839299805,0.0
2024-08-24,,,,,,,,0.0212118936960736,270730.3587583063,0.0
