timestamp,Close,High,Low,Open,daily_return,volatility,log_return
2023-05-09,0.5926678177048377,0.579242555492411,0.5985238550209502,0.5926678177048377,0.0,0.005189809318517421,0.0
2023-05-10,0.5678568978172986,0.5820436141197556,0.5975806163993997,0.5678568978172986,0.0,0.005645134022333415,0.0
2023-05-11,0.5831449659622443,0.5773757961315491,0.5648966942536315,0.5831449659622443,0.0,0.008863698990001,0.0
2023-05-12,0.5264439592580867,0.5283885360744955,0.5289325542151264,0.5264439592580867,0.0,0.007288690092860249,0.0
2023-05-15,0.47957314465581824,0.4951280339437565,0.5233697927127565,0.47957314465581824,0.0,0.004006743482077049,0.0
2023-05-16,0.4961338086613356,0.5040149120048367,0.5297678600590743,0.4961338086613356,0.0,0.004311122639397139,0.0
2023-05-17,0.4897999656004348,0.4823347550131265,0.49428143987954876,0.4897999656004348,0.0,0.005875948994067383,0.0
2023-05-18,0.4682588839691011,0.4623107722130486,0.4579015240107829,0.4682588839691011,0.0,0.007759134980461682,0.0
2023-05-19,0.41862764540632114,0.4425617455947348,0.4544354740313441,0.41862764540632114,0.0,0.005837112672583214,0.0
2023-05-22,0.455958690448071,0.4478070635231832,0.48242572817085616,0.455958690448071,0.0,0.003154940362559187,0.0
2023-05-23,0.4467337802769915,0.4405745204819427,0.4566241630517318,0.4467337802769915,0.0,0.005322439326567277,0.0
2023-05-24,0.41414536353101816,0.4236265524908953,0.44551084114363704,0.41414536353101816,0.0,0.004613534058955376,0.0
2023-05-25,0.40437156415565134,0.3887760863528493,0.4142394305654147,0.40437156415565134,0.0,0.0041114197978980235,0.0
2023-05-26,0.37844876767794133,0.39136380105311996,0.40801217857147165,0.37844876767794133,0.0,0.005174344278304501,0.0
2023-05-29,0.3773603880571432,0.3822681769945975,0.4113505863096556,0.3773603880571432,0.0,0.0036799826928975384,0.0
2023-05-30,0.36522937271551825,0.3822681769945975,0.38544014986703345,0.36522937271551825,0.0,0.006758778763971776,0.0
2023-05-31,0.38525536976243124,0.37692722213332264,0.3683435978969083,0.38525536976243124,0.0,0.008120906962148877,0.0
2023-06-01,0.35538790206837234,0.3886243546806254,0.37818049739176907,0.35538790206837234,0.0,0.008399231679179943,0.0
2023-06-02,0.4071094310255692,0.4081811878475401,0.42065533028367064,0.4071094310255692,0.0,0.005690497510585185,0.0
2023-06-05,0.35809475293877746,0.3644907425288535,0.38651572345931484,0.35809475293877746,0.0,0.0044827359899062835,0.0
2023-06-06,0.3684851127901325,0.37248194393106804,0.3806882920154049,0.3684851127901325,0.0,0.006135298409434921,0.0
2023-06-07,0.3576436111270027,0.3779948613540389,0.38185396601335064,0.3576436111270027,0.0,0.006672815422658323,0.0
2023-06-08,0.36504891599077816,0.4108709765818306,0.40810227897713425,0.36504891599077816,0.0,0.0075335791865798465,0.0
2023-06-09,0.4243994409601175,0.41446012031864665,0.44396411751348985,0.4243994409601175,0.0,0.003688144395713629,0.0
2023-06-12,0.3993563710152852,0.41616503256258763,0.43342706278309606,0.3993563710152852,0.0,0.0051494951407973465,0.0
2023-06-13,0.4088444472431725,0.4414775538279754,0.4540713182252638,0.4088444472431725,0.0,0.005756232189330903,0.0
2023-06-14,0.42962798658229673,0.46912674284522904,0.4660302699820793,0.42962798658229673,0.0,0.007656371916538766,0.0
2023-06-15,0.47196482597671086,0.530971652845289,0.4884868575419077,0.47196482597671086,0.0,0.012381749085037906,0.0
2023-06-16,0.5530951617860467,0.5560220921315251,0.5797050713389051,0.5530951617860467,0.0,0.004647289239191792,0.0
2023-06-19,0.5500734515262025,0.5392874680673954,0.5725195639890792,0.5500734515262025,0.0,0.0035004148639871287,0.0
2023-06-20,0.5360307227573458,0.5361434039024013,0.559566692132508,0.5360307227573458,0.0,0.004639036941524553,0.0
2023-06-21,0.5329272430442114,0.5485458588288887,0.5691088882173254,0.5329272430442114,0.0,0.005003128046651249,0.0
2023-06-22,0.589904574107992,0.5869983429062122,0.6040903707068228,0.589904574107992,0.0,0.005462901018956516,0.0
2023-06-23,0.5633097643065526,0.5466919736704101,0.5205907583263123,0.5633097643065526,0.0,0.010389541166938658,0.0
2023-06-26,0.5221280359259346,0.5180698627794493,0.5545238850544223,0.5221280359259346,0.0,0.003085632055074541,0.0
2023-06-27,0.5251309486102187,0.5599606785072622,0.566394613497442,0.5251309486102187,0.0,0.0066799062188618846,0.0
2023-06-28,0.5619845352346484,0.549472801408128,0.5635864841883116,0.5619845352346484,0.0,0.00573611624110956,0.0
2023-06-29,0.5293557037013024,0.5326333445522922,0.534224075954608,0.5293557037013024,0.0,0.007174613942824647,0.0
2023-06-30,0.49166186545259194,0.5272813546604231,0.5138360435409997,0.49166186545259194,0.0,0.008950544294011785,0.0
2023-07-03,0.5227850111892174,0.525437584946796,0.5416629906952242,0.5227850111892174,0.0,0.005458652017005695,0.0
2023-07-04,0.5271958622777095,0.5153101855172517,0.5565774234663117,0.5271958622777095,0.0,0.0025169939694523673,0.0
2023-07-05,0.504999685140568,0.5060324834521053,0.5363620834967886,0.504999685140568,0.0,0.003777480011678666,0.0
2023-07-06,0.48263808933921304,0.5024562139177471,0.5121720016743723,0.48263808933921304,0.0,0.0061904019945577815,0.0
2023-07-07,0.5094857265309809,0.5511409302163246,0.5391505033421904,0.5094857265309809,0.0,0.008819658378616447,0.0
2023-07-10,0.5718401040633854,0.5728054542478871,0.5989011504695689,0.5718401040633854,0.0,0.004397923032760766,0.0
2023-07-11,0.6003973807458323,0.5981428043323751,0.6257670266303066,0.6003973807458323,0.0,0.004267337344182765,0.0
2023-07-12,0.6067998349572878,0.6755489467983216,0.6527061093705875,0.6067998349572878,0.0,0.010268130577897716,0.0
2023-07-13,0.709674266213133,0.7297447413480791,0.7454513373340053,0.709674266213133,0.0,0.005881766513113691,0.0
2023-07-14,0.7719008202322062,0.767232579824678,0.8048631693944053,0.7719008202322062,0.0,0.0034467599277678497,0.0
2023-07-17,0.7752796844262626,0.772112822153983,0.8043685557092282,0.7752796844262626,0.0,0.004064861967763633,0.0
2023-07-18,0.783038383709215,0.7910985924818474,0.8158507261529611,0.783038383709215,0.0,0.0049536538408268575,0.0
2023-07-19,0.776174449019507,0.7633326160563998,0.7813948293629629,0.776174449019507,0.0,0.005649465002091737,0.0
2023-07-20,0.757523494619651,0.7555437235504359,0.7474016356977717,0.757523494619651,0.0,0.008613528699847363,0.0
2023-07-21,0.7038028435092638,0.6918127428856282,0.7289000805272643,0.7038028435092638,0.0,0.003358103714480797,0.0
2023-07-24,0.6945215406116656,0.6902788736176424,0.6967576993612177,0.6945215406116656,0.0,0.006852538413731117,0.0
2023-07-25,0.6455162613125722,0.6469976440209324,0.6599685774835375,0.6455162613125722,0.0,0.006043234925849568,0.0
2023-07-26,0.6354924541832094,0.6451005383255941,0.6728050696494474,0.6354924541832094,0.0,0.004352199805931856,0.0
2023-07-27,0.6574987758079089,0.6956483356415282,0.6307047165685571,0.6574987758079089,0.0,0.015082949280487675,0.0
2023-07-28,0.5789615655372362,0.614491202321763,0.6008814823018387,0.5789615655372362,0.0,0.009087317995211435,0.0
2023-07-31,0.6148414377513074,0.6134548290214168,0.6474577607421477,0.6148414377513074,0.0,0.0035617031165032387,0.0
2023-08-01,0.5938116501733788,0.5801759351729201,0.6067351930307474,0.5938116501733788,0.0,0.004350791419560918,0.0
2023-08-02,0.6019246837542873,0.5838193344773428,0.5794235075712457,0.6019246837542873,0.0,0.007927156793099284,0.0
2023-08-03,0.5516787644729177,0.5428959231079427,0.5745449460242611,0.5516787644729177,0.0,0.0036921253684361363,0.0
2023-08-04,0.5575379687527526,0.6099751160057822,0.5923979659833378,0.5575379687527526,0.0,0.009559202747752208,0.0
2023-08-07,0.5978192932675377,0.5876530880613737,0.615909479125822,0.5978192932675377,0.0,0.004170661013034298,0.0
2023-08-08,0.5982008840499748,0.5859693262930312,0.5882571015074731,0.5982008840499748,0.0,0.0071641554311700955,0.0
2023-08-09,0.5633097643065526,0.5740174684536639,0.6078689564683977,0.5633097643065526,0.0,0.0035062566660806842,0.0
