timestamp,pair,rate
2023-05-13 16:00:00.026,ETH/USDT:USDT,8.57e-06
2023-05-14 00:00:00.029,ETH/USDT:USDT,-4.8e-06
2023-05-14 08:00:00.010,ETH/USDT:USDT,5.487e-05
2023-05-14 16:00:00.008,ETH/USDT:USDT,3.797e-05
2023-05-15 00:00:00.006,ETH/USDT:USDT,-1.849e-05
2023-05-15 08:00:00.005,ETH/USDT:USDT,-2.95e-06
2023-05-15 16:00:00.008,ETH/USDT:USDT,-1.988e-05
2023-05-16 00:00:00.021,ETH/USDT:USDT,-1.56e-05
2023-05-16 08:00:00.000,ETH/USDT:USDT,1.255e-05
2023-05-16 16:00:00.000,ETH/USDT:USDT,6.009e-05
2023-05-17 00:00:00.010,ETH/USDT:USDT,8.76e-05
2023-05-17 08:00:00.000,ETH/USDT:USDT,-1.53e-05
2023-05-17 16:00:00.001,ETH/USDT:USDT,3.984e-05
2023-05-18 00:00:00.000,ETH/USDT:USDT,7.696e-05
2023-05-18 08:00:00.026,ETH/USDT:USDT,6.739e-05
2023-05-18 16:00:00.019,ETH/USDT:USDT,5.135e-05
2023-05-19 00:00:00.000,ETH/USDT:USDT,4.796e-05
2023-05-19 08:00:00.002,ETH/USDT:USDT,2.782e-05
2023-05-19 16:00:00.000,ETH/USDT:USDT,0.0001
2023-05-20 00:00:00.005,ETH/USDT:USDT,7.933e-05
2023-05-20 08:00:00.014,ETH/USDT:USDT,7.88e-06
2023-05-20 16:00:00.020,ETH/USDT:USDT,-1.76e-06
2023-05-21 00:00:00.014,ETH/USDT:USDT,4.22e-05
2023-05-21 08:00:00.001,ETH/USDT:USDT,-1.59e-06
2023-05-21 16:00:00.015,ETH/USDT:USDT,2.497e-05
2023-05-22 00:00:00.028,ETH/USDT:USDT,2.428e-05
2023-05-22 08:00:00.000,ETH/USDT:USDT,5.518e-05
2023-05-22 16:00:00.012,ETH/USDT:USDT,9.003e-05
2023-05-23 00:00:00.006,ETH/USDT:USDT,2.79e-05
2023-05-23 08:00:00.014,ETH/USDT:USDT,0.0001
2023-05-23 16:00:00.008,ETH/USDT:USDT,7.379e-05
2023-05-24 00:00:00.000,ETH/USDT:USDT,9.078e-05
2023-05-24 08:00:00.025,ETH/USDT:USDT,1.006e-05
2023-05-24 16:00:00.008,ETH/USDT:USDT,4.917e-05
2023-05-25 00:00:00.000,ETH/USDT:USDT,1.449e-05
2023-05-25 08:00:00.025,ETH/USDT:USDT,1.48e-06
2023-05-25 16:00:00.016,ETH/USDT:USDT,6.605e-05
2023-05-26 00:00:00.000,ETH/USDT:USDT,0.0001
2023-05-26 08:00:00.024,ETH/USDT:USDT,6.574e-05
2023-05-26 16:00:00.012,ETH/USDT:USDT,3.794e-05
2023-05-27 00:00:00.012,ETH/USDT:USDT,6.425e-05
2023-05-27 08:00:00.018,ETH/USDT:USDT,4.565e-05
2023-05-27 16:00:00.008,ETH/USDT:USDT,-3.23e-05
2023-05-28 00:00:00.017,ETH/USDT:USDT,-1.2e-06
2023-05-28 08:00:00.015,ETH/USDT:USDT,-1.086e-05
2023-05-28 16:00:00.000,ETH/USDT:USDT,2.481e-05
2023-05-29 00:00:00.000,ETH/USDT:USDT,0.0001
2023-05-29 08:00:00.020,ETH/USDT:USDT,0.0001
2023-05-29 16:00:00.011,ETH/USDT:USDT,0.0001
2023-05-30 00:00:00.003,ETH/USDT:USDT,0.0001
2023-05-30 08:00:00.000,ETH/USDT:USDT,0.0001
2023-05-30 16:00:00.003,ETH/USDT:USDT,4.386e-05
2023-05-31 00:00:00.013,ETH/USDT:USDT,7.951e-05
2023-05-31 08:00:00.000,ETH/USDT:USDT,5.35e-06
2023-05-31 16:00:00.000,ETH/USDT:USDT,4.873e-05
2023-06-01 00:00:00.008,ETH/USDT:USDT,6.731e-05
2023-06-01 08:00:00.012,ETH/USDT:USDT,9.125e-05
2023-06-01 16:00:00.000,ETH/USDT:USDT,0.0001
2023-06-02 00:00:00.000,ETH/USDT:USDT,4.67e-05
2023-06-02 08:00:00.006,ETH/USDT:USDT,0.0001
2023-06-02 16:00:00.012,ETH/USDT:USDT,8.252e-05
2023-06-03 00:00:00.000,ETH/USDT:USDT,0.0001
2023-06-03 08:00:00.011,ETH/USDT:USDT,7.857e-05
2023-06-03 16:00:00.003,ETH/USDT:USDT,9.5e-06
2023-06-04 00:00:00.000,ETH/USDT:USDT,2.827e-05
2023-06-04 08:00:00.000,ETH/USDT:USDT,4.801e-05
2023-06-04 16:00:00.000,ETH/USDT:USDT,8.077e-05
2023-06-05 00:00:00.005,ETH/USDT:USDT,2.94e-06
2023-06-05 08:00:00.000,ETH/USDT:USDT,2.308e-05
2023-06-05 16:00:00.000,ETH/USDT:USDT,7.505e-05
2023-06-06 00:00:00.000,ETH/USDT:USDT,-4.896e-05
2023-06-06 08:00:00.009,ETH/USDT:USDT,1.99e-06
2023-06-06 16:00:00.013,ETH/USDT:USDT,8.581e-05
2023-06-07 00:00:00.000,ETH/USDT:USDT,0.0001
2023-06-07 08:00:00.016,ETH/USDT:USDT,0.0001
2023-06-07 16:00:00.000,ETH/USDT:USDT,2.658e-05
2023-06-08 00:00:00.006,ETH/USDT:USDT,6.055e-05
2023-06-08 08:00:00.000,ETH/USDT:USDT,5.971e-05
2023-06-08 16:00:00.000,ETH/USDT:USDT,6.27e-05
2023-06-09 00:00:00.000,ETH/USDT:USDT,7.287e-05
2023-06-09 08:00:00.000,ETH/USDT:USDT,9.72e-06
2023-06-09 16:00:00.000,ETH/USDT:USDT,7.382e-05
