date,totalLiquidityUSD
2025-03-04 00:00:00,6025528541.00478
2025-03-05 00:00:00,6075270591.0841
2025-03-06 00:00:00,6415446278.38629
2025-03-07 00:00:00,6422446931.36183
2025-03-08 00:00:00,6409505968.46574
2025-03-09 00:00:00,6489389951.02591
2025-03-10 00:00:00,6247473414.83448
2025-03-11 00:00:00,5981595081.6284
2025-03-12 00:00:00,6112189711.90172
2025-03-13 00:00:00,6096059007.93484
2025-03-14 00:00:00,6302130698.6649
2025-03-15 00:00:00,6458555633.52934
2025-03-16 00:00:00,6538524115.42049
2025-03-17 00:00:00,6499698123.86783
2025-03-18 00:00:00,6633604916.15023
2025-03-19 00:00:00,6652719628.41044
2025-03-20 00:00:00,6868362786.93372
2025-03-21 00:00:00,6664979527.69902
2025-03-22 00:00:00,6409859957.27987
2025-03-23 00:00:00,6442371700.17225
2025-03-24 00:00:00,6505023774.37969
2025-03-25 00:00:00,6814193804.50744
2025-03-26 00:00:00,7155496699.74557
2025-03-27 00:00:00,7104133235.49163
2025-03-28 00:00:00,6731087578.83221
2025-03-29 00:00:00,6344055123.59749
2025-03-30 00:00:00,6319018981.08461
2025-03-31 00:00:00,6337060877.32108
2025-04-01 00:00:00,6773871133.54117
2025-04-02 00:00:00,6925916044.59496
2025-04-03 00:00:00,7006416533.65552
2025-04-04 00:00:00,6996215688.68061
2025-04-05 00:00:00,7166519464.49489
2025-04-06 00:00:00,7208496271.96982
2025-04-07 00:00:00,6820789002.60032
2025-04-08 00:00:00,6611302465.11013
2025-04-09 00:00:00,6452250262.0418
2025-04-10 00:00:00,6425736421.70192
2025-04-11 00:00:00,6122180109.50721
2025-04-12 00:00:00,5541100265.89503
2025-04-13 00:00:00,5735465471.90019
2025-04-14 00:00:00,5673971541.10322
2025-04-15 00:00:00,5531022073.89299
2025-04-16 00:00:00,5505160453.85251
2025-04-17 00:00:00,5636799578.25562
2025-04-18 00:00:00,5603866091.92394
2025-04-19 00:00:00,5470860763.63332
2025-04-20 00:00:00,5637621236.09133
2025-04-21 00:00:00,5631724681.19113
2025-04-22 00:00:00,5511865351.46271
2025-04-23 00:00:00,5741125558.60968
2025-04-24 00:00:00,5702115967.37669
2025-04-25 00:00:00,5975802331.36761
2025-04-26 00:00:00,6152839687.03454
2025-04-27 00:00:00,6225476536.59704
2025-04-28 00:00:00,6195006601.9675
2025-04-29 00:00:00,6243329083.78187
2025-04-30 00:00:00,6239092008.42013
2025-05-01 00:00:00,5969017789.83734
2025-05-02 00:00:00,5953997136.5117
2025-05-03 00:00:00,5926003674.56303
2025-05-04 00:00:00,5954209770.74393
2025-05-05 00:00:00,5953388259.4023
2025-05-06 00:00:00,5672019351.38215
2025-05-07 00:00:00,5581762911.66536
2025-05-08 00:00:00,5419729911.69435
2025-05-09 00:00:00,6381378264.81208
2025-05-09 14:17:35,6382925185.3181
